#Gene	MutTum	NoMutTum	MutNorm	NoMutNorm	pValue1T	pValue2T	OR	Score
STRN3	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
STK3	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
STAT5B	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
SREK1	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
SLC23A1	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
SLC12A4	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
SEMA3F	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
RIPK4	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
RASGEF1B	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
RAPGEF4	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
RALYL	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
PRRT2	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
PRKD2	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
PRDM4	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
PPP6R3	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
POLR1B	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
PLAU	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
OR4A5	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
NAA15	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
MTSS1	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
MPP2	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
MMP13	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
MFGE8	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
LRIF1	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
LOXL4	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
LDLRAP1	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
LANCL2	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
LAMP3	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
JAG2	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
IMMT	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
IKZF4	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
HERC5	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
HEPACAM2	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
HECTD2	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
GRID2IP	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
GPC3	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
GADL1	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
GABRA2	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
FZD3	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
FRMD3	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
FERMT2	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
FBXO43	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
FAM21C	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
FAM135A	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
ERI2	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
ECE1	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
DUSP16	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
CYP4F3	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
CREM	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
CNOT4	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
CERKL	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
CBL	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
CACNB1	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
C8orf34	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
C7orf72	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
C3orf17	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
ATP2A3	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
ANKS6	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
ANKFY1	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
AGAP3	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
AEBP1	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
ADGRA1	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
ACKR3	17	439	3	453	0.00116064845418	0.00232129690837	5.84738041002	2.9353
PRRC2B	40	416	17	439	0.00117322525287	0.00234645050573	2.48303167421	2.93062
NOTCH1	40	416	17	439	0.00117322525287	0.00234645050573	2.48303167421	2.93062
NPHP4	34	422	13	443	0.00119758840827	0.00239517681653	2.74553408677	2.92169
HEATR4	34	422	13	443	0.00119758840827	0.00239517681653	2.74553408677	2.92169
EVC	34	422	13	443	0.00119758840827	0.00239517681653	2.74553408677	2.92169
KIAA0922	37	419	15	441	0.00120175996464	0.00240351992929	2.59618138425	2.92018
EVPL	37	419	15	441	0.00120175996464	0.00240351992929	2.59618138425	2.92018
CCDC180	37	419	15	441	0.00120175996464	0.00240351992929	2.59618138425	2.92018
ZNF638	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
SYNJ1	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
RSPH6A	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
RPGRIP1	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
RGS3	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
PDE6A	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
NELL2	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
LRIG1	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
KIAA1551	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
KIAA1210	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
IARS2	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
EPB41L4A	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
DZIP1L	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
CEP128	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
CDAN1	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
AMPD1	26	430	8	448	0.0012245705455	0.002449141091	3.38604651163	2.91202
MUC6	89	367	55	401	0.00132004104637	0.00264008209273	1.76809512014	2.87941
USP19	29	427	10	446	0.00137678199688	0.00275356399376	3.02903981265	2.86113
RANBP17	29	427	10	446	0.00137678199688	0.00275356399376	3.02903981265	2.86113
OR2T33	29	427	10	446	0.00137678199688	0.00275356399376	3.02903981265	2.86113
NACAD	29	427	10	446	0.00137678199688	0.00275356399376	3.02903981265	2.86113
LTBP1	29	427	10	446	0.00137678199688	0.00275356399376	3.02903981265	2.86113
KIAA0753	29	427	10	446	0.00137678199688	0.00275356399376	3.02903981265	2.86113
ARHGAP11A	29	427	10	446	0.00137678199688	0.00275356399376	3.02903981265	2.86113
ADAM12	29	427	10	446	0.00137678199688	0.00275356399376	3.02903981265	2.86113
ZNF594	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
WDR78	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
UGGT1	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
TTLL6	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
TTF2	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
TBC1D1	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
SLCO1B7	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
SDHA	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
POLG	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
PKD2L1	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
PIK3C2A	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
OR6P1	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
NUTM1	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
MICAL2	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
MAN2A1	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
KIFAP3	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
ITGB6	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
INO80D	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
EFHB	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
C7orf31	24	432	7	449	0.00141721866179	0.00283443732358	3.56349206349	2.84856
ZFYVE16	32	424	12	444	0.00145438689252	0.00290877378504	2.79245283019	2.83732
KIF16B	32	424	12	444	0.00145438689252	0.00290877378504	2.79245283019	2.83732
CPZ	32	424	12	444	0.00145438689252	0.00290877378504	2.79245283019	2.83732
LAMB1	45	411	21	435	0.00151350938971	0.00302701877941	2.26798748697	2.82001
ZNF208	81	375	49	407	0.00160437664846	0.00320875329692	1.79412244898	2.79469
ZNF821	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ZNF668	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ZNF628	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ZNF526	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ZNF160	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ZNF154	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ZMIZ1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ZFP90	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
UBE2Q1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
TXLNA	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
TTLL11	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
TRPV2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
TRIP10	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
TRIM10	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
TMEM74	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
TMEM108	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
TLR8	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
TBC1D15	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
TAB3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SYT3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SYN3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
STAT6	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ST6GALNAC5	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SPTLC2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SMG5	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SMC6	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SMARCD2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SLC22A3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SLC20A2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SLC17A7	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SLC15A2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SHTN1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SH3BGR	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SF3B3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
SEPT9	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
S1PR4	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
RRP1B	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
RQCD1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
RNPS1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
RNMT	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
RGS14	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
RARA	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
QRSL1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PYGO1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PRL	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PRKG1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PPP4R3B	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PPP1R12C	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PPM1A	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PNPT1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PNLDC1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PKP3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PIK3AP1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PHF23	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PFKFB2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PDIA3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PDCD6IP	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PCDHGC3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PBX1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PATL1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
PANK1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
P2RY13	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
OTOP3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
OR5M3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
OR52K2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
OR4D10	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
NT5C2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
MRPS5	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
MRPS31	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
MMD2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
MFN2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
LRRC70	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
LIPT1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
KRT23	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
KPNA3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
KLF3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
KIF2A	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
KDELC1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
KCNJ2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
KAT8	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
INSM2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ING1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
IL2RG	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
IHH	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
HTR2B	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
HPS6	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
HMGN5	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
GPR6	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
GOT1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
GJC1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
GIPC3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
GIMAP7	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
GGCX	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
GCDH	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
GALNT18	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
GABRA4	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
FUT9	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
FAM69C	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
FAM200A	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
FAM120C	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ERO1B	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
EPN2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
EPC1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ENG	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
DYRK1B	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
DRP2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
DOC2A	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
DET1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
DCDC1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
DBR1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CTIF	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CSTF3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CORO2B	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CHST5	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CHRNA2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CDR2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CDKAL1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CDCP1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CDC25A	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CCNK	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CCDC9	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CAPRIN1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CAMK2G	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CACTIN	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
CACNG3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
C2CD4C	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
C14orf37	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
C10orf2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
B3GAT1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ATXN1L	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ASB11	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ANKRD53	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ANAPC2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
AMIGO3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
AMER2	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ALG6	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
AGTR1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ADCK5	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ACAP3	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ABLIM1	12	444	1	455	0.00160635628765	0.0032127125753	12.2972972973	2.79416
ZNF398	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
ZCWPW1	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
ZC3H3	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
SNX25	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
SLC11A1	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
SCYL3	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
RIN2	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
POLR3A	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
PIWIL2	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
OR5R1	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
OR4K15	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
NHSL2	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
NEDD4L	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
NDC80	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
NAA16	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
MCM6	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
MAP7	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
MAP3K13	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
KLHL40	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
KCNH2	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
HERC6	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
FAF1	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
ESRP1	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
EPHA10	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
EIF4ENIF1	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
CYP2D6	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
CYP11B1	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
CPXM1	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
CNTROB	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
C20orf194	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
ANKFN1	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
ADGRD1	22	434	6	450	0.00161554046803	0.00323108093607	3.80184331797	2.79168
OTOG	42	414	19	437	0.00162356510966	0.00324713021931	2.33333333333	2.78953
TOX2	27	429	9	447	0.00163902516351	0.00327805032703	3.12587412587	2.78541
TBC1D9B	27	429	9	447	0.00163902516351	0.00327805032703	3.12587412587	2.78541
MTR	27	429	9	447	0.00163902516351	0.00327805032703	3.12587412587	2.78541
ITGA4	27	429	9	447	0.00163902516351	0.00327805032703	3.12587412587	2.78541
ALPK1	27	429	9	447	0.00163902516351	0.00327805032703	3.12587412587	2.78541
AFF1	27	429	9	447	0.00163902516351	0.00327805032703	3.12587412587	2.78541
MST1	62	394	34	422	0.00170090257282	0.00340180514563	1.95312033443	2.76932
CNTNAP3	39	417	17	439	0.00171601199044	0.00343202398088	2.41515023275	2.76548
ZFP28	30	426	11	445	0.00176020430217	0.00352040860434	2.84891165173	2.75444
VPS8	30	426	11	445	0.00176020430217	0.00352040860434	2.84891165173	2.75444
LTN1	30	426	11	445	0.00176020430217	0.00352040860434	2.84891165173	2.75444
KCNJ18	30	426	11	445	0.00176020430217	0.00352040860434	2.84891165173	2.75444
GAPVD1	30	426	11	445	0.00176020430217	0.00352040860434	2.84891165173	2.75444
CCDC88C	30	426	11	445	0.00176020430217	0.00352040860434	2.84891165173	2.75444
CACNA2D4	30	426	11	445	0.00176020430217	0.00352040860434	2.84891165173	2.75444
ASXL3	30	426	11	445	0.00176020430217	0.00352040860434	2.84891165173	2.75444
ATP7B	33	423	13	443	0.0018003558118	0.0036007116236	2.65848336061	2.74464
USP44	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
USHBP1	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
TTC29	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
SLC2A9	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
SH3RF3	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
SFMBT1	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
RUSC2	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
RUBCN	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
RECQL5	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
RBM26	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
RBM20	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
RAB3GAP2	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
PSG9	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
PLCZ1	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
PDE2A	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
PCDH1	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
ORC3	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
NCOA7	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
LRCH1	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
LOXL3	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
LMBRD2	20	436	5	451	0.00180372193979	0.00360744387957	4.1376146789	2.74383
