#Gene	MutNorm	NoMutNorm	MutTum	NoMutTumm	pValue1T	pValue2T	OR	Score
C10orf76 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
BTK 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
BRSK2 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
BHLHE22 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
BAZ1A 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
ATP8A1 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
ATP1A1 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
ASIC2 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
ARHGAP44 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
AP2A1 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
ANKS6 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
ADGRG4 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
ADCYAP1R1 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
ABCA10 9 447 0 456 0.00187683159514 0.00375366319027 inf 2.72657
ZFPM2 25 431 8 448 0.00193660292798 0.00387320585596 3.24825986079 2.71296
TRPM7 25 431 8 448 0.00193660292798 0.00387320585596 3.24825986079 2.71296
SBF1 25 431 8 448 0.00193660292798 0.00387320585596 3.24825986079 2.71296
FHOD3 25 431 8 448 0.00193660292798 0.00387320585596 3.24825986079 2.71296
COL4A1 25 431 8 448 0.00193660292798 0.00387320585596 3.24825986079 2.71296
ZRANB1 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
ZNF687 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
ZIC4 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
YTHDC1 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
WASL 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
UTP6 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
URB2 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
TUBGCP2 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
TMTC1 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
TLK1 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
SYT14 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
SYCP2 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
SRL 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
SLC4A2 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
SLC2A13 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
SLC13A3 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
SFSWAP 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
RPS6KA4 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
POMT1 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
PKD1L1 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
PHF2 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
PDLIM5 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
PCDHB3 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
NRK 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
NPAS3 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
MST1R 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
MFSD14B 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
LRRTM4 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
KAT6B 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
JAKMIP3 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
ITGB2 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
IGF2BP1 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
GRIN2B 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
GNE 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
GFRA1 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
GANAB 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
GALNT14 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
GABRG1 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
FAM83B 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
EXOC6 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
EPHB6 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
EFTUD2 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
EDRF1 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
DNAJC10 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
DLGAP4 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
DAGLA 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
CSE1L 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
CPXM2 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
CPQ 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
COLGALT1 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
CDK13 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
CCDC80 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
CARS 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
BMP7 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
AXIN1 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
ARNT2 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
ANKS1A 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
AGAP6 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
AGAP2 14 442 2 454 0.00193899641159 0.00387799282317 7.19004524887 2.71242
UNC5B 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
TCF20 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
SPG20 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
SMG6 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
SLC4A3 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
SASH1 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
PTPN21 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
NPHP4 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
MEI1 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
INSR 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
HSPA1L 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
HS6ST3 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
HEPHL1 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
ENOX2 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
CPSF1 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
CCDC141 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
BMP1 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
BICD2 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
ATP9A 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
ANKRD44 18 438 4 452 0.00195439720169 0.00390879440339 4.64383561644 2.70899
ZC3H18 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
VPS18 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
USP31 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
UBE3C 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
TRAPPC8 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
TMCO3 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
STXBP5L 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
SRRM4 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
SMCHD1 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
SLC12A6 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
RALYL 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
PLXNB1 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
PLEKHG1 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
PDE3A 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
PCSK7 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
PCDHA6 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
NRIP1 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
NMUR2 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
LRRIQ1 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
LIG3 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
KIF5C 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
KDM4A 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
KCNA10 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
GRIA3 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
GLIS3 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
ERBB2 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
EMSY 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
EFTUD1 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
COL9A1 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
CCKBR 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
BTBD7 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
ATP9B 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
ATP2B4 16 440 3 453 0.00202267222658 0.00404534445317 5.49090909091 2.69407
PRRC2B 28 428 10 446 0.00212172762192 0.00424345524383 2.91775700935 2.67331
NBAS 28 428 10 446 0.00212172762192 0.00424345524383 2.91775700935 2.67331
USP19 23 433 7 449 0.00226622937255 0.0045324587451 3.40712636094 2.6447
TTC21B 23 433 7 449 0.00226622937255 0.0045324587451 3.40712636094 2.6447
TNNI3K 23 433 7 449 0.00226622937255 0.0045324587451 3.40712636094 2.6447
NOL6 23 433 7 449 0.00226622937255 0.0045324587451 3.40712636094 2.6447
KIF17 23 433 7 449 0.00226622937255 0.0045324587451 3.40712636094 2.6447
HELZ2 23 433 7 449 0.00226622937255 0.0045324587451 3.40712636094 2.6447
FREM1 23 433 7 449 0.00226622937255 0.0045324587451 3.40712636094 2.6447
EXOC4 23 433 7 449 0.00226622937255 0.0045324587451 3.40712636094 2.6447
AGRN 23 433 7 449 0.00226622937255 0.0045324587451 3.40712636094 2.6447
KMT2C 168 288 127 329 0.00229644255299 0.00459288510599 1.51115485564 2.63894
STOX2 21 435 6 450 0.00261817040609 0.00523634081218 3.62068965517 2.582
RGS12 21 435 6 450 0.00261817040609 0.00523634081218 3.62068965517 2.582
PARD3 21 435 6 450 0.00261817040609 0.00523634081218 3.62068965517 2.582
MUC4 21 435 6 450 0.00261817040609 0.00523634081218 3.62068965517 2.582
MUC16 21 435 6 450 0.00261817040609 0.00523634081218 3.62068965517 2.582
KIAA1549L 21 435 6 450 0.00261817040609 0.00523634081218 3.62068965517 2.582
EIF4ENIF1 21 435 6 450 0.00261817040609 0.00523634081218 3.62068965517 2.582
CDC42BPA 21 435 6 450 0.00261817040609 0.00523634081218 3.62068965517 2.582
CAND2 21 435 6 450 0.00261817040609 0.00523634081218 3.62068965517 2.582
BCL9 21 435 6 450 0.00261817040609 0.00523634081218 3.62068965517 2.582
MYO18B 29 427 11 445 0.00267165155568 0.00534330311135 2.74749840324 2.57322
MPDZ 29 427 11 445 0.00267165155568 0.00534330311135 2.74749840324 2.57322
ZNF804B 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
XAB2 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
SPHKAP 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
RBFOX1 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
RAD54L2 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
PLCL1 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
MLLT4 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
LOXL2 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
KNTC1 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
KAZN 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
INSRR 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
DUOX2 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
CNTRL 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
CDON 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
BPTF 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
ATP8B1 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
ARAP2 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
ADAMTSL4 19 437 5 451 0.00297156439859 0.00594312879718 3.92173913043 2.52701
ZNF513 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
ZNF43 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
ZFP64 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
ZBTB40 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
WNT9A 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
VCP 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
UHRF2 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
UBR2 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
TTLL12 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
TTC39A 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
TRPV1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
TRIM24 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
TM9SF1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
TGM7 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
TBX4 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
TBX20 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
SYNPO2L 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
STK32B 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
ST8SIA4 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
SRRT 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
SOX6 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
SOX10 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
SOHLH2 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
SLC26A7 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
SF3B3 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
RSBN1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
RPA1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
RNF150 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
RGS9 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
RFX4 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
RDX 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
RAI2 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
RAB3GAP1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
QRSL1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
PNPT1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
PLCH2 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
PIPOX 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
PHRF1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
PHF20 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
PHC2 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
PDHA2 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
PDE4D 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
PCDHGC3 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
PCDHGA8 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
MORC2 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
MITF 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
MATK 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
MAMLD1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
LRP3 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
KLHL24 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
KIF4B 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
INTS8 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
INTS6 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
INTS3 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
HYOU1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
HTR7 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
HNRNPL 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
HMGXB3 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
GPR26 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
GMPS 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
FLI1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
FIP1L1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
FBL 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
FARSB 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
FAP 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
FANCD2 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
EML3 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
ELAVL2 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
EHD4 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
DES 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
DDX60L 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
DBT 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
DACH2 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
CEP250 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
CAPRIN1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
BRWD1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
ATP2A3 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
ATL1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
APBB3 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
ANTXR2 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
AGBL5 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
ABCG8 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
ABCG1 11 445 1 455 0.00301682541548 0.00603365083096 11.2471910112 2.52045
TTC37 24 432 8 448 0.00303416967918 0.00606833935835 3.11111111111 2.51796
TNRC6B 24 432 8 448 0.00303416967918 0.00606833935835 3.11111111111 2.51796
MYO3B 24 432 8 448 0.00303416967918 0.00606833935835 3.11111111111 2.51796
GRIK1 24 432 8 448 0.00303416967918 0.00606833935835 3.11111111111 2.51796
AHCTF1 24 432 8 448 0.00303416967918 0.00606833935835 3.11111111111 2.51796
AGL 24 432 8 448 0.00303416967918 0.00606833935835 3.11111111111 2.51796
ABCD1 24 432 8 448 0.00303416967918 0.00606833935835 3.11111111111 2.51796
ABCB5 24 432 8 448 0.00303416967918 0.00606833935835 3.11111111111 2.51796
ABCA3 24 432 8 448 0.00303416967918 0.00606833935835 3.11111111111 2.51796
POLQ 27 429 10 446 0.00324001429447 0.00648002858894 2.80699300699 2.48945
DUOX1 27 429 10 446 0.00324001429447 0.00648002858894 2.80699300699 2.48945
ZNF609 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
UGGT1 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
TMTC2 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
TDRD3 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
SIDT2 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
NIN 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
NFATC2 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
NAALADL1 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
MCF2L 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
LRRN3 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
KDM2B 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
KANK1 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
GUF1 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
DHX16 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
CSRP2BP 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
CPED1 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
CHST10 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
ATXN7L1 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
ASXL1 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
ANKRD35 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
ABCC4 17 439 4 452 0.00328671605427 0.00657343210855 4.37585421412 2.48324
BMS1 30 426 12 444 0.00328686973147 0.00657373946295 2.60563380282 2.48322
ZNF646 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
ZHX3 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
USP44 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
USP4 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
TTLL9 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
TMEM117 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
TLE3 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
THRAP3 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
TFIP11 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
TECPR1 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
TBX2 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
TAS1R2 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
SYTL5 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
STK10 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
SSFA2 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
SNAP91 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
SLC6A12 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
SLC4A11 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
SLC25A31 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
SEMA3F 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
SEC14L1 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
RNF139 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
RBP3 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
RASAL1 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
QRICH1 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
PRDM15 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
PPRC1 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
PPP1R9A 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
PLEKHM1 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
PIK3R4 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
PDE5A 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
PDE2A 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
MYBPC2 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
MPHOSPH8 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
MEX3B 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
MED16 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
MCTP1 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
MBD6 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
LMTK2 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
LEF1 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
KRT85 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
KRT4 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
KCNT1 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
IPO9 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
INPP5F 13 443 2 454 0.00346776587879 0.00693553175759 6.66139954853 2.45995
