#Gene	 Score
ANKRD34C	 0.0276336
ANKRD29	 0.0276336
ANKH	 0.0276336
ALPL	 0.0276336
ADIPOR2	 0.0276336
ACADSB	 0.0276336
ABHD4	 0.0276336
ABCD3	 0.0276336
ZNF512B	 0.0275661
ZNF285	 0.0275661
ZDHHC11	 0.0275661
RPS6KC1	 0.0275661
RLF	 0.0275661
PSME4	 0.0275661
PCDHGA7	 0.0275661
MEI1	 0.0275661
HTT	 0.0275661
ERN2	 0.0275661
DCDC5	 0.0275661
COL5A2	 0.0275661
ARID4B	 0.0275661
ARHGEF11	 0.0275661
ACAD11	 0.0275661
ZNF624	 0.0273368
ZNF460	 0.0273368
ZNF426	 0.0273368
ZNF384	 0.0273368
ZNF383	 0.0273368
ZNF19	 0.0273368
ZNF114	 0.0273368
ZFX	 0.0273368
ZDHHC23	 0.0273368
XPNPEP3	 0.0273368
XBP1	 0.0273368
WDR5B	 0.0273368
UGT1A7	 0.0273368
TRIM68	 0.0273368
TRAPPC3L	 0.0273368
TRAIP	 0.0273368
TNFAIP6	 0.0273368
TNFAIP1	 0.0273368
TMOD2	 0.0273368
TMEM64	 0.0273368
TMEM135	 0.0273368
TMCC1	 0.0273368
TLK1	 0.0273368
TIGD2	 0.0273368
TFG	 0.0273368
TFAP2B	 0.0273368
TDRD12	 0.0273368
TDO2	 0.0273368
TCF19	 0.0273368
TCEAL4	 0.0273368
TBX2	 0.0273368
TBL1X	 0.0273368
TBC1D23	 0.0273368
SULT1E1	 0.0273368
STK32A	 0.0273368
STK11	 0.0273368
STAT6	 0.0273368
ST3GAL3	 0.0273368
SRP68	 0.0273368
SOX3	 0.0273368
SNTB2	 0.0273368
SMPD2	 0.0273368
SLC46A2	 0.0273368
SLC35F1	 0.0273368
SLC35E2	 0.0273368
SFRP2	 0.0273368
SETD7	 0.0273368
SERPINB8	 0.0273368
SENP5	 0.0273368
SDF2	 0.0273368
RXRA	 0.0273368
RNF113B	 0.0273368
RHOBTB1	 0.0273368
RFC4	 0.0273368
RCBTB1	 0.0273368
RBFOX2	 0.0273368
RASSF2	 0.0273368
RAB5C	 0.0273368
PUS1	 0.0273368
PTPN12	 0.0273368
PTH1R	 0.0273368
PTCD2	 0.0273368
PRRG1	 0.0273368
PRMT6	 0.0273368
PRKCA	 0.0273368
PRKACG	 0.0273368
PPWD1	 0.0273368
POLR1C	 0.0273368
POLD2	 0.0273368
PLRG1	 0.0273368
PLEKHO1	 0.0273368
PKN2	 0.0273368
PIAS4	 0.0273368
PGS1	 0.0273368
PGM2L1	 0.0273368
PFKFB1	 0.0273368
PDZK1	 0.0273368
PDGFA	 0.0273368
PCOLCE	 0.0273368
PARD6G	 0.0273368
PACSIN1	 0.0273368
OR51A2	 0.0273368
OR4F4	 0.0273368
OR2A4	 0.0273368
OR2A25	 0.0273368
OR1N2	 0.0273368
OR13C3	 0.0273368
OPRD1	 0.0273368
OGFRL1	 0.0273368
NXF5	 0.0273368
NUDCD3	 0.0273368
NT5DC3	 0.0273368
NT5C3A	 0.0273368
NSFL1C	 0.0273368
NRN1	 0.0273368
NPIPB15	 0.0273368
NPBWR1	 0.0273368
NOS1AP	 0.0273368
NEU1	 0.0273368
NCEH1	 0.0273368
NAA35	 0.0273368
MTIF3	 0.0273368
MMP21	 0.0273368
MKLN1	 0.0273368
METTL18	 0.0273368
METAP1D	 0.0273368
MED27	 0.0273368
MCRS1	 0.0273368
MAGEB1	 0.0273368
MAEA	 0.0273368
LYSMD1	 0.0273368
LRRC8A	 0.0273368
LMBRD1	 0.0273368
LIX1	 0.0273368
LGALS4	 0.0273368
LCE1A	 0.0273368
LARP1	 0.0273368
KRTAP27-1	 0.0273368
KIAA1147	 0.0273368
KDM4B	 0.0273368
ITCH	 0.0273368
IPO8	 0.0273368
INTS12	 0.0273368
ILF3	 0.0273368
IL7	 0.0273368
IKZF3	 0.0273368
HORMAD1	 0.0273368
HCK	 0.0273368
HADHB	 0.0273368
HACD4	 0.0273368
GNA12	 0.0273368
GML	 0.0273368
GJA9	 0.0273368
GJA3	 0.0273368
GDAP2	 0.0273368
GAD2	 0.0273368
GAB1	 0.0273368
FUT8	 0.0273368
FSTL1	 0.0273368
FSCN1	 0.0273368
FOSL1	 0.0273368
FNTA	 0.0273368
FNBP1	 0.0273368
FEZ1	 0.0273368
FAS	 0.0273368
FAM71F1	 0.0273368
FAM21A	 0.0273368
FAM120C	 0.0273368
EXOSC9	 0.0273368
EXOSC8	 0.0273368
EXOSC5	 0.0273368
EVX2	 0.0273368
ETV3	 0.0273368
ERCC1	 0.0273368
ELF2	 0.0273368
EIF4B	 0.0273368
EHD4	 0.0273368
DUSP9	 0.0273368
DOC2A	 0.0273368
DNAJC7	 0.0273368
DNAJB6	 0.0273368
DNAJA4	 0.0273368
DIMT1	 0.0273368
DHH	 0.0273368
DHDDS	 0.0273368
DGCR8	 0.0273368
DEPDC1B	 0.0273368
CYP26A1	 0.0273368
CSH1	 0.0273368
CLUAP1	 0.0273368
CLRN1	 0.0273368
CLGN	 0.0273368
CLEC12B	 0.0273368
CDX2	 0.0273368
CDCA4	 0.0273368
CD200R1L	 0.0273368
CD19	 0.0273368
CCL23	 0.0273368
CCDC47	 0.0273368
CCDC172	 0.0273368
CASQ2	 0.0273368
CASP9	 0.0273368
CAMK1G	 0.0273368
CALR3	 0.0273368
C1orf100	 0.0273368
C1QTNF5	 0.0273368
C16orf70	 0.0273368
B4GALT6	 0.0273368
ATXN7L3	 0.0273368
ATCAY	 0.0273368
ASH2L	 0.0273368
ARC	 0.0273368
ANKRD40	 0.0273368
ANKRD13D	 0.0273368
ADAMTSL2	 0.0273368
ABCG4	 0.0273368
MYH6	 0.0273355
ACACB	 0.0273355
TCHH	 0.0269976
CHD7	 0.0269976
RGS22	 0.0260543
PXDNL	 0.0260543
NWD2	 0.0260543
MYH15	 0.0260543
LAMB4	 0.0260543
INADL	 0.0260543
GCNT2	 0.0260543
ALK	 0.0260543
RGPD3	 0.0257192
ARAP2	 0.0256825
ZNF812	 0.0250725
ZNF677	 0.0250725
ZNF461	 0.0250725
ZNF33B	 0.0250725
ZNF329	 0.0250725
ZNF320	 0.0250725
ZNF256	 0.0250725
ZMYND15	 0.0250725
ZBTB7C	 0.0250725
ZBTB5	 0.0250725
ZBTB38	 0.0250725
TUB	 0.0250725
TTC29	 0.0250725
THRAP3	 0.0250725
SSTR4	 0.0250725
SPIDR	 0.0250725
SMARCC2	 0.0250725
SLCO2B1	 0.0250725
SLC43A3	 0.0250725
SIRT1	 0.0250725
SHC1	 0.0250725
SEC14L5	 0.0250725
RAPGEF4	 0.0250725
PTPRA	 0.0250725
PPP1R3F	 0.0250725
POM121L12	 0.0250725
PHF12	 0.0250725
PHC3	 0.0250725
PGM1	 0.0250725
PCDHGB3	 0.0250725
PARP8	 0.0250725
OTUD7B	 0.0250725
OR5T2	 0.0250725
OR5AP2	 0.0250725
OR3A1	 0.0250725
NR1D2	 0.0250725
NEMF	 0.0250725
MYSM1	 0.0250725
MYBPC1	 0.0250725
KSR1	 0.0250725
KRTAP6-3	 0.0250725
KLHL6	 0.0250725
KCNC3	 0.0250725
JAML	 0.0250725
HTR7	 0.0250725
HTR1A	 0.0250725
HNRNPCL2	 0.0250725
HNF1A	 0.0250725
HLX	 0.0250725
GPC1	 0.0250725
GMNC	 0.0250725
GALNT3	 0.0250725
FSHR	 0.0250725
FAM171B	 0.0250725
EPC2	 0.0250725
EML3	 0.0250725
EFHC2	 0.0250725
DENND5B	 0.0250725
DDX18	 0.0250725
CYLC2	 0.0250725
CSRNP3	 0.0250725
CMKLR1	 0.0250725
C8orf34	 0.0250725
C3orf67	 0.0250725
BORA	 0.0250725
BCKDHA	 0.0250725
ATG4C	 0.0250725
ASCC2	 0.0250725
APOBEC4	 0.0250725
ANKRD20A4	 0.0250725
ALAS1	 0.0250725
AGAP3	 0.0250725
ZNF334	 0.024695
ZNF16	 0.024695
WDR49	 0.024695
ULK4	 0.024695
TTC3	 0.024695
TRAPPC9	 0.024695
TMEM2	 0.024695
TMEM132E	 0.024695
PPFIA4	 0.024695
PCDHGA6	 0.024695
PCDHGA11	 0.024695
NKTR	 0.024695
NELL1	 0.024695
NEDD4	 0.024695
MLH1	 0.024695
KCNU1	 0.024695
ITGA10	 0.024695
CALD1	 0.024695
C8B	 0.024695
C14orf39	 0.024695
ATRN	 0.024695
ATP2B4	 0.024695
AHDC1	 0.024695
ABCA9	 0.024695
PCNT	 0.0244971
UGGT2	 0.0239985
SPHKAP	 0.0239985
ARAP3	 0.0239985
ZSCAN5B	 0.0238888
TSGA10	 0.0238888
TMPRSS7	 0.0238888
STIL	 0.0238888
STAC	 0.0238888
SLC44A3	 0.0238888
SLC28A2	 0.0238888
SCAP	 0.0238888
RASAL2	 0.0238888
PROM1	 0.0238888
POSTN	 0.0238888
PHF2	 0.0238888
PDZRN3	 0.0238888
PDE6A	 0.0238888
NEK1	 0.0238888
LRCH1	 0.0238888
LGALS9B	 0.0238888
LARGE	 0.0238888
KRT2	 0.0238888
KIF6	 0.0238888
GUF1	 0.0238888
FETUB	 0.0238888
ECM2	 0.0238888
CYFIP1	 0.0238888
CPNE3	 0.0238888
COG6	 0.0238888
CLMN	 0.0238888
CFAP100	 0.0238888
ADAMDEC1	 0.0238888
RAD51AP2	 0.0238645
PKP4	 0.0238645
OR2T8	 0.0238645
KIAA1429	 0.0238645
ITGA7	 0.0238645
DIS3	 0.0238645
COBL	 0.0238645
POLE	 0.0237378
ZNF879	 0.0235059
ZNF660	 0.0235059
ZNF585B	 0.0235059
ZNF572	 0.0235059
ZNF277	 0.0235059
ZNF181	 0.0235059
ZDHHC5	 0.0235059
ZBTB32	 0.0235059
XPO7	 0.0235059
WRAP53	 0.0235059
VAC14	 0.0235059
UTP6	 0.0235059
UTP3	 0.0235059
UMOD	 0.0235059
TXK	 0.0235059
TRIM49	 0.0235059
TMTC3	 0.0235059
TMEM62	 0.0235059
TMEM38B	 0.0235059
THPO	 0.0235059
THNSL1	 0.0235059
TFIP11	 0.0235059
TFE3	 0.0235059
TFB2M	 0.0235059
TATDN2	 0.0235059
TAS2R42	 0.0235059
SYT2	 0.0235059
SYN3	 0.0235059
STIP1	 0.0235059
SRPX	 0.0235059
SPTLC1	 0.0235059
SPERT	 0.0235059
SLC5A6	 0.0235059
SLC27A2	 0.0235059
SLC26A2	 0.0235059
SLC16A9	 0.0235059
SIRT5	 0.0235059
SHC3	 0.0235059
SFXN1	 0.0235059
SEC13	 0.0235059
SDF4	 0.0235059
RTN3	 0.0235059
RPAP2	 0.0235059
RELL2	 0.0235059
RBMXL2	 0.0235059
RBM38	 0.0235059
RAD51B	 0.0235059
QRSL1	 0.0235059
PTPN9	 0.0235059
PSTPIP2	 0.0235059
PRPF4B	 0.0235059
PRKAA2	 0.0235059
PRDM5	 0.0235059
PRCC	 0.0235059
POGZ	 0.0235059
PLK1	 0.0235059
PHC1	 0.0235059
PAX8	 0.0235059
PAK1IP1	 0.0235059
OTUD3	 0.0235059
OTOP2	 0.0235059
OR8G2	 0.0235059
OR5I1	 0.0235059
OR56A5	 0.0235059
OR52J3	 0.0235059
OR51S1	 0.0235059
OR4A47	 0.0235059
OLA1	 0.0235059
NOL4L	 0.0235059
NBPF9	 0.0235059
NARS	 0.0235059
NANOG	 0.0235059
MRGPRX4	 0.0235059
MLLT1	 0.0235059
MICB	 0.0235059
MEPCE	 0.0235059
MAK	 0.0235059
MAGIX	 0.0235059
MAGEB4	 0.0235059
LZTS3	 0.0235059
LRRC28	 0.0235059
LRRC23	 0.0235059
LRRC17	 0.0235059
LIPA	 0.0235059
LHX9	 0.0235059
KRTAP15-1	 0.0235059
KRIT1	 0.0235059
KLHL32	 0.0235059
KIFC3	 0.0235059
KIAA1279	 0.0235059
KCNMB1	 0.0235059
KCNC4	 0.0235059
IKZF5	 0.0235059
ICA1L	 0.0235059
HSD3B1	 0.0235059
HS6ST1	 0.0235059
GPRC5A	 0.0235059
GPR37L1	 0.0235059
GPR15	 0.0235059
GPC4	 0.0235059
FLRT1	 0.0235059
FHL5	 0.0235059
FGF6	 0.0235059
EXOC2	 0.0235059
ERRFI1	 0.0235059
ERMN	 0.0235059
ELF5	 0.0235059
EID3	 0.0235059
EAPP	 0.0235059
DUSP16	 0.0235059
DPYSL2	 0.0235059
DMWD	 0.0235059
DMKN	 0.0235059
DKC1	 0.0235059
DGKG	 0.0235059
DET1	 0.0235059
DCAKD	 0.0235059
CST2	 0.0235059
CRNKL1	 0.0235059
CNOT10	 0.0235059
CNNM1	 0.0235059
CMTR1	 0.0235059
CLPX	 0.0235059
CLDN18	 0.0235059
CLDN16	 0.0235059
CLASRP	 0.0235059
CKM	 0.0235059
CFP	 0.0235059
CFAP53	 0.0235059
CD1C	 0.0235059
CAND1	 0.0235059
CABS1	 0.0235059
CA6	 0.0235059
C5orf47	 0.0235059
C2orf50	 0.0235059
C10orf2	 0.0235059
ATXN3L	 0.0235059
ARMC8	 0.0235059
APOBEC1	 0.0235059
ANKRD20A3	 0.0235059
ALOX5	 0.0235059
ALAS2	 0.0235059
ADCY3	 0.0235059
ACTRT1	 0.0235059
ACTR10	 0.0235059
ABCD2	 0.0235059
AAAS	 0.0235059
TENM4	 0.0226992
PEG3	 0.0222856
GRM6	 0.0222856
ZNF560	 0.0217596
TNRC6C	 0.0217596
SPAG11B	 0.0217596
SLFN13	 0.0217596
PYGB	 0.0217596
PLXNB3	 0.0217596
PLCB3	 0.0217596
KIAA0355	 0.0217596
KAZN	 0.0217596
ITGA9	 0.0217596
HHIPL2	 0.0217596
DLGAP3	 0.0217596
ARPP21	 0.0217596
ANO6	 0.0217596
ACACA	 0.0217596
MEGF8	 0.0217512
LAMA4	 0.0217512
ANKRD30A	 0.0217512
PTPN13	 0.0216449
WWC2	 0.0216344
PDXDC1	 0.0216344
NLRP7	 0.0216344
N4BP2	 0.0216344
LRGUK	 0.0216344
KIF13B	 0.0216344
EIF4G1	 0.0216344
CUX1	 0.0216344
CP	 0.0216344
CORIN	 0.0216344
CAMSAP1	 0.0216344
XIRP2	 0.0207746
NCOR2	 0.0205755
NAV2	 0.0205755
C5orf42	 0.0205755
NUP210L	 0.0205471
ZNF292	 0.0203887
SPEF2	 0.0203887
ADGRV1	 0.0199648
ZNF578	 0.0198783
ZNF280D	 0.0198783
ZFPM2	 0.0198783
VARS	 0.0198783
UBE4A	 0.0198783
UBA6	 0.0198783
TMPO	 0.0198783
STPG2	 0.0198783
SRRM4	 0.0198783
SOX13	 0.0198783
SLF2	 0.0198783
SLC36A4	 0.0198783
SLC2A9	 0.0198783
SLC25A2	 0.0198783
SEZ6L	 0.0198783
SEMA4C	 0.0198783
SBNO2	 0.0198783
RSL1D1	 0.0198783
PCDHGB2	 0.0198783
NKPD1	 0.0198783
MPHOSPH8	 0.0198783
MARCH8	 0.0198783
MAPK8IP3	 0.0198783
MAP7D2	 0.0198783
MALT1	 0.0198783
LOXL3	 0.0198783
KIRREL2	 0.0198783
KIAA1958	 0.0198783
KIAA1033	 0.0198783
KIAA0408	 0.0198783
KIAA0319L	 0.0198783
IL7R	 0.0198783
HAUS3	 0.0198783
GLB1L3	 0.0198783
GALNT5	 0.0198783
FGD4	 0.0198783
FAN1	 0.0198783
FAM214B	 0.0198783
ESF1	 0.0198783
ENTPD3	 0.0198783
CYP11B2	 0.0198783
COG2	 0.0198783
AMBRA1	 0.0198783
ADD3	 0.0198783
ADAMTS1	 0.0198783
ADAM32	 0.0198783
ACSM2A	 0.0198783
ZDBF2	 0.0194923
DCHS2	 0.0194516
ZNF813	 0.019433
ZNF776	 0.019433
ZNF750	 0.019433
ZNF71	 0.019433
ZNF577	 0.019433
ZNF526	 0.019433
ZNF395	 0.019433
ZNF253	 0.019433
ZMYM1	 0.019433
ZFP42	 0.019433
ZDHHC4	 0.019433
WDR88	 0.019433
VTN	 0.019433
VRK2	 0.019433
ULBP1	 0.019433
UFL1	 0.019433
TRMT1L	 0.019433
TOX3	 0.019433
TNFRSF10A	 0.019433
THBS3	 0.019433
TEAD4	 0.019433
SRPK1	 0.019433
SNX7	 0.019433
SNX14	 0.019433
SND1	 0.019433
SLC8B1	 0.019433
SLC6A5	 0.019433
SLC6A11	 0.019433
SLC45A3	 0.019433
SLC22A6	 0.019433
SAMSN1	 0.019433
SAMD4A	 0.019433
RPIA	 0.019433
RNF168	 0.019433
RNF112	 0.019433
RGSL1	 0.019433
RDX	 0.019433
RC3H2	 0.019433
RAB3GAP1	 0.019433
PXN	 0.019433
PWP1	 0.019433
PTPRE	 0.019433
PPP4R1	 0.019433
PPP1R18	 0.019433
PLEKHM3	 0.019433
PCIF1	 0.019433
PAPOLB	 0.019433
PAM	 0.019433
OTOL1	 0.019433
OSBPL5	 0.019433
OR2A14	 0.019433
NUPL2	 0.019433
NDUFV3	 0.019433
MTMR12	 0.019433
MROH1	 0.019433
MOXD1	 0.019433
MMP27	 0.019433
MMP13	 0.019433
MGAT4A	 0.019433
MAP4K1	 0.019433
LUZP4	 0.019433
LPCAT4	 0.019433
LNX2	 0.019433
KLRC2	 0.019433
KLHDC7B	 0.019433
KIRREL	 0.019433
KIAA1919	 0.019433
KIAA0930	 0.019433
KIAA0196	 0.019433
KCNAB1	 0.019433
IFT80	 0.019433
IFT74	 0.019433
IDH3A	 0.019433
HTR4	 0.019433
HEXDC	 0.019433
HEPH	 0.019433
GYS2	 0.019433
GPR139	 0.019433
GORASP1	 0.019433
GATAD2A	 0.019433
FNDC3A	 0.019433
FMOD	 0.019433
FLI1	 0.019433
FGFR1	 0.019433
FASTKD3	 0.019433
FAM26E	 0.019433
FAM13C	 0.019433
EXTL3	 0.019433
ETFDH	 0.019433
ESCO1	 0.019433
ENTHD1	 0.019433
CYP4F2	 0.019433
CYP11A1	 0.019433
CRYZ	 0.019433
CPT1C	 0.019433
CPO	 0.019433
CLOCK	 0.019433
CHRDL2	 0.019433
CHGB	 0.019433
CDKL3	 0.019433
CDC14A	 0.019433
CCZ1	 0.019433
CCNL2	 0.019433
CCDC82	 0.019433
CCDC67	 0.019433
BPIFB1	 0.019433
BNIP2	 0.019433
BMP5	 0.019433
B4GALNT1	 0.019433
ATXN2	 0.019433
ASTE1	 0.019433
ARHGAP17	 0.019433
AKR1C4	 0.019433
ADAM9	 0.019433
ACSM4	 0.019433
ACRBP	 0.019433
ZNF804A	 0.0193715
ZNF665	 0.0193715
ZBED4	 0.0193715
USP29	 0.0193715
UHRF1BP1	 0.0193715
RSPH10B2	 0.0193715
MON2	 0.0193715
IQGAP2	 0.0193715
COL19A1	 0.0193715
AXIN2	 0.0193715
TPR	 0.0190096
HIVEP1	 0.0190096
ADGRG4	 0.0190096
TULP4	 0.0187872
PML	 0.0187872
PCDHB8	 0.0187872
KIAA0100	 0.0187872
EML6	 0.0187872
TOPORS	 0.0187758
TDRD7	 0.0187758
SUGP2	 0.0187758
SMC5	 0.0187758
SEMA6B	 0.0187758
OR4C15	 0.0187758
NHSL2	 0.0187758
NAT10	 0.0187758
NAALAD2	 0.0187758
MEFV	 0.0187758
MAP3K11	 0.0187758
KRT71	 0.0187758
KIF4B	 0.0187758
KIAA1755	 0.0187758
FBXO18	 0.0187758
DNTTIP2	 0.0187758
CYP4A22	 0.0187758
CSF2RA	 0.0187758
COL9A1	 0.0187758
CEP128	 0.0187758
BPTF	 0.0187758
BCR	 0.0187758
ATP8B2	 0.0187758
ANGPT2	 0.0187758
MYO7A	 0.0181948
CSMD2	 0.0180908
ICE1	 0.0176164
FBXW10	 0.0176164
ADAMTS18	 0.0176164
LPA	 0.0172892
ZNF43	 0.0170862
TTC14	 0.0170862
SALL2	 0.0170862
PRAMEF4	 0.0170862
PCDHGB5	 0.0170862
NOBOX	 0.0170862
MTTP	 0.0170862
KLKB1	 0.0170862
KIDINS220	 0.0170862
KCNJ18	 0.0170862
EPHA1	 0.0170862
EMILIN1	 0.0170862
DSTYK	 0.0170862
CLCA2	 0.0170862
C1orf101	 0.0170862
ZEB1	 0.0170115
COL15A1	 0.0170115
CNTNAP4	 0.0170115
CHD6	 0.0170115
BCL9L	 0.0170115
PTPRB	 0.0162125
ESPL1	 0.0162125
DHX57	 0.0162125
ADCY10	 0.0162125
ZSWIM8	 0.0158146
ZSCAN20	 0.0158146
ZNF337	 0.0158146
ZNF281	 0.0158146
XRN2	 0.0158146
VWA7	 0.0158146
VIL1	 0.0158146
UBQLNL	 0.0158146
TULP1	 0.0158146
TTLL5	 0.0158146
TTC17	 0.0158146
TRIM60	 0.0158146
TMEM181	 0.0158146
TGM7	 0.0158146
TCF7	 0.0158146
TCF25	 0.0158146
STS	 0.0158146
STAG3	 0.0158146
SNED1	 0.0158146
SLC3A2	 0.0158146
SEC31A	 0.0158146
RAD18	 0.0158146
PUM1	 0.0158146
PTPN5	 0.0158146
PTGIS	 0.0158146
PNPLA8	 0.0158146
PMFBP1	 0.0158146
PIWIL2	 0.0158146
PALM3	 0.0158146
OVGP1	 0.0158146
OR5L1	 0.0158146
OR10C1	 0.0158146
NUDT13	 0.0158146
NDUFS1	 0.0158146
MYBPHL	 0.0158146
MCCC2	 0.0158146
KRT8	 0.0158146
KRT4	 0.0158146
KRT17	 0.0158146
KIAA0391	 0.0158146
KHNYN	 0.0158146
ITIH1	 0.0158146
ITGA5	 0.0158146
HOOK1	 0.0158146
HK1	 0.0158146
GRB14	 0.0158146
GFM1	 0.0158146
F11	 0.0158146
EYA1	 0.0158146
EXOC6	 0.0158146
ESYT2	 0.0158146
ERI2	 0.0158146
EPS8L1	 0.0158146
DVL2	 0.0158146
DOCK9	 0.0158146
DNAJC5B	 0.0158146
CLASP2	 0.0158146
CHRNA4	 0.0158146
CDHR4	 0.0158146
CD2AP	 0.0158146
C16orf62	 0.0158146
ANKEF1	 0.0158146
ANGPTL1	 0.0158146
AGAP11	 0.0158146
ADNP2	 0.0158146
ADGRF4	 0.0158146
ACSBG2	 0.0158146
ACAP3	 0.0158146
ABCD4	 0.0158146
ZNF878	 0.0157674
ZNF619	 0.0157674
ZHX3	 0.0157674
TTC23	 0.0157674
TGM4	 0.0157674
TBC1D2B	 0.0157674
SREBF2	 0.0157674
RNF111	 0.0157674
PRKD3	 0.0157674
PLA1A	 0.0157674
PEX1	 0.0157674
PCDH1	 0.0157674
OSMR	 0.0157674
OR10H2	 0.0157674
MIS18BP1	 0.0157674
HIP1	 0.0157674
GANAB	 0.0157674
FOLH1B	 0.0157674
FGA	 0.0157674
FCRL5	 0.0157674
FAM83E	 0.0157674
FAM71B	 0.0157674
FAM65B	 0.0157674
FAM198B	 0.0157674
CRNN	 0.0157674
CRB1	 0.0157674
CPA5	 0.0157674
CLIP4	 0.0157674
CHAF1A	 0.0157674
CFI	 0.0157674
AGGF1	 0.0157674
WDR87	 0.0155319
YTHDC2	 0.0152269
UNC45B	 0.0152269
UHRF1BP1L	 0.0152269
ROR2	 0.0152269
PPP1R3A	 0.0152269
NUP214	 0.0152269
NRIP1	 0.0152269
KIAA1804	 0.0152269
IQCA1	 0.0152269
EP300	 0.0152269
EGFLAM	 0.0152269
CNGB3	 0.0152269
CLUH	 0.0152269
CIITA	 0.0152269
ASTN2	 0.0152269
SI	 0.0150491
ZSCAN25	 0.0149846
ZPBP	 0.0149846
ZNF692	 0.0149846
ZNF668	 0.0149846
ZNF654	 0.0149846
ZNF618	 0.0149846
ZNF514	 0.0149846
ZNF431	 0.0149846
ZNF283	 0.0149846
ZNF25	 0.0149846
ZFP57	 0.0149846
XPA	 0.0149846
WNT1	 0.0149846
WDR53	 0.0149846
VSIG10	 0.0149846
VPS54	 0.0149846
USP39	 0.0149846
URI1	 0.0149846
UCKL1	 0.0149846
TTC7B	 0.0149846
TSPAN17	 0.0149846
TRMT13	 0.0149846
TRIM50	 0.0149846
TOR1B	 0.0149846
TNFRSF11B	 0.0149846
TMTC1	 0.0149846
TMEM246	 0.0149846
TMEM176B	 0.0149846
TMCO6	 0.0149846
TDRD10	 0.0149846
TCTN3	 0.0149846
SYTL5	 0.0149846
STK4	 0.0149846
STAT4	 0.0149846
STAT2	 0.0149846
ST7	 0.0149846
ST6GALNAC5	 0.0149846
SPATA22	 0.0149846
SPAST	 0.0149846
SPAG6	 0.0149846
SOCS6	 0.0149846
SNTA1	 0.0149846
SMC6	 0.0149846
SLITRK3	 0.0149846
SLC4A1AP	 0.0149846
SLC38A11	 0.0149846
SLC2A12	 0.0149846
SLC22A3	 0.0149846
SLC1A4	 0.0149846
SLC18A2	 0.0149846
SHE	 0.0149846
SESN2	 0.0149846
SARS2	 0.0149846
SAMD12	 0.0149846
RSPO1	 0.0149846
RPE	 0.0149846
RDH5	 0.0149846
RALBP1	 0.0149846
RAG2	 0.0149846
RAB40AL	 0.0149846
RAB3IP	 0.0149846
RAB3D	 0.0149846
PTOV1	 0.0149846
PRSS1	 0.0149846
PRM2	 0.0149846
PRICKLE3	 0.0149846
PPP1R2	 0.0149846
PPCS	 0.0149846
POLR2F	 0.0149846
PNPLA4	 0.0149846
PHTF1	 0.0149846
PGBD4	 0.0149846
PCED1B	 0.0149846
P2RY2	 0.0149846
OR5T3	 0.0149846
OR4D9	 0.0149846
OR4A16	 0.0149846
OR2AT4	 0.0149846
OR2A12	 0.0149846
NXF1	 0.0149846
NTNG2	 0.0149846
NSMCE4A	 0.0149846
NRP1	 0.0149846
NR1H2	 0.0149846
NPSR1	 0.0149846
NOX3	 0.0149846
NFATC2IP	 0.0149846
N4BP1	 0.0149846
MYOD1	 0.0149846
MYEF2	 0.0149846
MTX3	 0.0149846
MRPL13	 0.0149846
MORF4L1	 0.0149846
MIER1	 0.0149846
MC3R	 0.0149846
MBOAT2	 0.0149846
MBOAT1	 0.0149846
MAPKAP1	 0.0149846
MAGEB3	 0.0149846
LRRC39	 0.0149846
LRFN1	 0.0149846
LAMP1	 0.0149846
KRT1	 0.0149846
KEAP1	 0.0149846
KANSL2	 0.0149846
JMJD6	 0.0149846
ISYNA1	 0.0149846
ISG20L2	 0.0149846
IRF8	 0.0149846
IQGAP1	 0.0149846
IPCEF1	 0.0149846
IKZF2	 0.0149846
HVCN1	 0.0149846
HSPA4L	 0.0149846
HORMAD2	 0.0149846
HERC3	 0.0149846
HEMGN	 0.0149846
GYS1	 0.0149846
GTF3C2	 0.0149846
GTF2E2	 0.0149846
GPM6A	 0.0149846
GPC6	 0.0149846
GPAT3	 0.0149846
GOT1L1	 0.0149846
GOLGA6A	 0.0149846
FCRLB	 0.0149846
FBXO31	 0.0149846
FARS2	 0.0149846
FAM196B	 0.0149846
FAM109A	 0.0149846
FAIM2	 0.0149846
ETNK2	 0.0149846
ESM1	 0.0149846
ERCC3	 0.0149846
ELP5	 0.0149846
DYM	 0.0149846
DUSP5	 0.0149846
DSN1	 0.0149846
DPYSL4	 0.0149846
DNAJC28	 0.0149846
DMRTC2	 0.0149846
DMAP1	 0.0149846
DLST	 0.0149846
DGAT1	 0.0149846
DCLK2	 0.0149846
DCDC1	 0.0149846
DCAF8L2	 0.0149846
DAB1	 0.0149846
CXorf66	 0.0149846
CWC22	 0.0149846
CTSH	 0.0149846
CTBS	 0.0149846
CSNK1G2	 0.0149846
CSN1S1	 0.0149846
CNN1	 0.0149846
CNDP2	 0.0149846
CMAS	 0.0149846
CLP1	 0.0149846
CDKL4	 0.0149846
CDH17	 0.0149846
CD5L	 0.0149846
CD180	 0.0149846
CAPZB	 0.0149846
C5orf22	 0.0149846
C11orf54	 0.0149846
BRSK2	 0.0149846
BRD2	 0.0149846
BIRC8	 0.0149846
BAIAP2	 0.0149846
AVPR2	 0.0149846
ATP6AP1	 0.0149846
ATP5C1	 0.0149846
ATP5A1	 0.0149846
ATP2B1	 0.0149846
ASIC1	 0.0149846
ASB17	 0.0149846
