#Gene	 Score
GPR139	 0.0235059
GPD2	 0.0235059
GJA9	 0.0235059
GARNL3	 0.0235059
GALK2	 0.0235059
FLI1	 0.0235059
FGFR2	 0.0235059
FDPS	 0.0235059
FBXW12	 0.0235059
FAR1	 0.0235059
FAM9A	 0.0235059
FAM19A3	 0.0235059
FAM160B1	 0.0235059
EXOC6	 0.0235059
EIF2AK1	 0.0235059
ECHDC2	 0.0235059
DUSP5	 0.0235059
DHX38	 0.0235059
CYP4A22	 0.0235059
CNDP2	 0.0235059
CFHR2	 0.0235059
CD28	 0.0235059
CCPG1	 0.0235059
CCER1	 0.0235059
CBL	 0.0235059
CAPN7	 0.0235059
CACNB1	 0.0235059
BTBD2	 0.0235059
BRPF1	 0.0235059
BMP10	 0.0235059
BACE2	 0.0235059
ATP6AP1	 0.0235059
ATP11B	 0.0235059
ARRDC3	 0.0235059
ADRBK2	 0.0235059
ADGRL4	 0.0235059
ACSL1	 0.0235059
HRNR	 0.0219089
ZDHHC11	 0.0217596
TICAM1	 0.0217596
SUCO	 0.0217596
SLC27A5	 0.0217596
MAP3K1	 0.0217596
MAN2A1	 0.0217596
IMPG1	 0.0217596
GBF1	 0.0217596
DUSP22	 0.0217596
DIS3L	 0.0217596
DIS3	 0.0217596
CFAP206	 0.0217596
CDON	 0.0217596
ANKRD50	 0.0217596
VPS13A	 0.0216344
PCDHB4	 0.0216344
HERC1	 0.0216344
FAN1	 0.0216344
FAT3	 0.0207746
TRPM6	 0.0205471
VPS13B	 0.0199232
ZNF677	 0.0198783
ZCCHC8	 0.0198783
WSCD2	 0.0198783
UGT2B7	 0.0198783
TSC22D1	 0.0198783
TRAPPC10	 0.0198783
TMPRSS7	 0.0198783
TMC7	 0.0198783
TDRD7	 0.0198783
SYCP1	 0.0198783
SLITRK5	 0.0198783
SHANK3	 0.0198783
SH2B1	 0.0198783
RNF10	 0.0198783
QARS	 0.0198783
POLR3E	 0.0198783
OR3A1	 0.0198783
NFE2L2	 0.0198783
MCM6	 0.0198783
MAPK8IP3	 0.0198783
LARP4B	 0.0198783
KIAA0430	 0.0198783
KCNQ3	 0.0198783
GTF2F1	 0.0198783
GRM4	 0.0198783
GRM2	 0.0198783
FOXRED1	 0.0198783
FMO4	 0.0198783
FKBP15	 0.0198783
FAM160A2	 0.0198783
F13A1	 0.0198783
EFHB	 0.0198783
EEF2K	 0.0198783
COLEC12	 0.0198783
COLEC11	 0.0198783
CATSPERB	 0.0198783
ATF6	 0.0198783
ASIC4	 0.0198783
AKAP4	 0.0198783
ZNF879	 0.019433
ZNF805	 0.019433
ZNF789	 0.019433
ZNF749	 0.019433
ZNF7	 0.019433
ZNF133	 0.019433
WAPL	 0.019433
VANGL2	 0.019433
USP38	 0.019433
UBE3D	 0.019433
UBE3C	 0.019433
UBAP2L	 0.019433
UBA1	 0.019433
TFIP11	 0.019433
TDRD3	 0.019433
TCF25	 0.019433
TAOK1	 0.019433
SUPT6H	 0.019433
STPG2	 0.019433
STK33	 0.019433
SRRM1	 0.019433
SPICE1	 0.019433
SNX33	 0.019433
SLC6A13	 0.019433
SLAMF1	 0.019433
SERAC1	 0.019433
SEMA6B	 0.019433
SELE	 0.019433
SAFB2	 0.019433
RNF150	 0.019433
RNF112	 0.019433
RIPK1	 0.019433
RECK	 0.019433
RASEF	 0.019433
RANGAP1	 0.019433
RANBP10	 0.019433
PUS1	 0.019433
PTPN5	 0.019433
PTER	 0.019433
PROS1	 0.019433
PRMT7	 0.019433
PRMT3	 0.019433
PM20D1	 0.019433
PLTP	 0.019433
PIGO	 0.019433
PIBF1	 0.019433
PGBD4	 0.019433
PDYN	 0.019433
PDS5B	 0.019433
PDHA2	 0.019433
OR6P1	 0.019433
OR6N2	 0.019433
OPTN	 0.019433
NPAS3	 0.019433
NOX1	 0.019433
NCAPH	 0.019433
MYSM1	 0.019433
MOV10	 0.019433
MORC1	 0.019433
MAP4K3	 0.019433
MAP3K5	 0.019433
LRRC41	 0.019433
LMBR1L	 0.019433
KLC2	 0.019433
KIAA0141	 0.019433
KCNA3	 0.019433
IPPK	 0.019433
HERC6	 0.019433
HAPLN1	 0.019433
HACL1	 0.019433
GYS1	 0.019433
GPR37L1	 0.019433
GPR15	 0.019433
GIF	 0.019433
GALNT3	 0.019433
G2E3	 0.019433
FTMT	 0.019433
FRK	 0.019433
FOXS1	 0.019433
FIG4	 0.019433
FBXO39	 0.019433
FAM170A	 0.019433
FAM102A	 0.019433
ELOVL2	 0.019433
EDEM1	 0.019433
DGKD	 0.019433
DDX53	 0.019433
CYP7A1	 0.019433
CYP11B2	 0.019433
CCNL2	 0.019433
CCKBR	 0.019433
CCDC82	 0.019433
CCDC120	 0.019433
C9	 0.019433
C7orf25	 0.019433
BRINP2	 0.019433
ATXN2L	 0.019433
ANKRD28	 0.019433
ANGPT2	 0.019433
ADRA1A	 0.019433
ADA	 0.019433
ACTBL2	 0.019433
ABCF1	 0.019433
USP32	 0.0193715
TXNDC2	 0.0193715
MYCBPAP	 0.0193715
LILRB2	 0.0193715
GREB1	 0.0193715
CSF1R	 0.0193715
COL5A2	 0.0193715
ARHGAP11A	 0.0193715
PCDH15	 0.0190643
ZNF462	 0.0190096
TAF1L	 0.0187872
SCN5A	 0.0187872
PTPRB	 0.0187872
MYO3A	 0.0187872
GREB1L	 0.0187872
ARMC4	 0.0187872
TBC1D31	 0.0187758
SRRM4	 0.0187758
SLCO1B3	 0.0187758
SLC18A3	 0.0187758
PI4KA	 0.0187758
PDPR	 0.0187758
PCDH8	 0.0187758
OXCT2	 0.0187758
NEK4	 0.0187758
MCTP2	 0.0187758
MAPT	 0.0187758
ITGA1	 0.0187758
GATAD2A	 0.0187758
FAM83B	 0.0187758
EXOC4	 0.0187758
DOCK11	 0.0187758
DENND2C	 0.0187758
COL4A4	 0.0187758
C10orf90	 0.0187758
ASIC5	 0.0187758
ARPP21	 0.0187758
APAF1	 0.0187758
ZNF99	 0.0176164
FLNC	 0.0176164
CR1	 0.0176164
ZNF862	 0.0170862
VPS8	 0.0170862
RSPH10B2	 0.0170862
NUP98	 0.0170862
MASP1	 0.0170862
KIF4B	 0.0170862
KIAA1755	 0.0170862
HCN4	 0.0170862
CDH13	 0.0170862
CACNA1I	 0.0170862
ARHGAP33	 0.0170862
ERBB3	 0.0170115
AGL	 0.0170115
DOCK5	 0.0162125
EP400	 0.0161728
ZNF585A	 0.0158146
ZNF404	 0.0158146
ZNF266	 0.0158146
XPO6	 0.0158146
USP33	 0.0158146
TYR	 0.0158146
TRIM71	 0.0158146
TP53BP2	 0.0158146
TOP2B	 0.0158146
TMEM181	 0.0158146
THRAP3	 0.0158146
TCTN3	 0.0158146
SLC25A2	 0.0158146
SKIDA1	 0.0158146
SGIP1	 0.0158146
RUFY3	 0.0158146
PCDHGB2	 0.0158146
PARP9	 0.0158146
PARG	 0.0158146
PAM	 0.0158146
MEI1	 0.0158146
MED14	 0.0158146
MCTP1	 0.0158146
MARK3	 0.0158146
MAP7D3	 0.0158146
INO80	 0.0158146
HRG	 0.0158146
GMNC	 0.0158146
GEN1	 0.0158146
FBXL18	 0.0158146
DTNA	 0.0158146
DENND5B	 0.0158146
DENND4A	 0.0158146
DDX47	 0.0158146
CSTF2T	 0.0158146
CNTN3	 0.0158146
CNNM1	 0.0158146
CACNG5	 0.0158146
C5orf22	 0.0158146
AMOTL1	 0.0158146
ZNF841	 0.0157674
ZNF648	 0.0157674
ZNF609	 0.0157674
ZNF560	 0.0157674
ZNF532	 0.0157674
ZNF512B	 0.0157674
ZBTB38	 0.0157674
TTLL5	 0.0157674
TRIM51	 0.0157674
TRDN	 0.0157674
TDRD5	 0.0157674
SORCS3	 0.0157674
SORCS1	 0.0157674
SLC45A1	 0.0157674
SELPLG	 0.0157674
RNF123	 0.0157674
QRFPR	 0.0157674
POTEC	 0.0157674
PCSK7	 0.0157674
NEUROD4	 0.0157674
MTR	 0.0157674
MAP10	 0.0157674
LGALS9B	 0.0157674
ITGB2	 0.0157674
HFM1	 0.0157674
GIGYF1	 0.0157674
DTX2	 0.0157674
CHEK2	 0.0157674
CCT8L2	 0.0157674
CCDC144A	 0.0157674
C17orf53	 0.0157674
ATRNL1	 0.0157674
ASXL2	 0.0157674
ARHGEF15	 0.0157674
WWC3	 0.0152269
TANC2	 0.0152269
SMC2	 0.0152269
GON4L	 0.0152269
ATP10A	 0.0150491
ZNF823	 0.0149846
ZNF736	 0.0149846
ZNF431	 0.0149846
ZNF280B	 0.0149846
ZNF121	 0.0149846
ZFP57	 0.0149846
ZFP30	 0.0149846
ZC3H12C	 0.0149846
ZBTB20	 0.0149846
WNT9A	 0.0149846
WDR1	 0.0149846
VTCN1	 0.0149846
VPS41	 0.0149846
UPK1B	 0.0149846
UGP2	 0.0149846
TXK	 0.0149846
TTC13	 0.0149846
TRIM69	 0.0149846
TRIM15	 0.0149846
THOC1	 0.0149846
TFAP2B	 0.0149846
TEX13A	 0.0149846
TEAD4	 0.0149846
TCF7	 0.0149846
TBX15	 0.0149846
TAS2R50	 0.0149846
TAF6L	 0.0149846
SYT14	 0.0149846
SPNS1	 0.0149846
SPATA17	 0.0149846
SNX14	 0.0149846
SMOX	 0.0149846
SMC6	 0.0149846
SLF1	 0.0149846
SLC7A3	 0.0149846
SLC6A12	 0.0149846
SLC4A10	 0.0149846
SLC43A3	 0.0149846
SLC38A1	 0.0149846
SLC35F1	 0.0149846
SLC26A5	 0.0149846
SLC22A15	 0.0149846
SLAIN1	 0.0149846
SEMA3E	 0.0149846
SEL1L2	 0.0149846
SCARA5	 0.0149846
RSPO1	 0.0149846
RHOBTB1	 0.0149846
RGAG4	 0.0149846
REN	 0.0149846
RASGRP1	 0.0149846
RANBP3L	 0.0149846
RAB17	 0.0149846
R3HDM4	 0.0149846
PUM1	 0.0149846
PRSS37	 0.0149846
PRKCZ	 0.0149846
PPM1L	 0.0149846
POF1B	 0.0149846
PLXDC2	 0.0149846
PLK4	 0.0149846
PID1	 0.0149846
PIAS4	 0.0149846
PHAX	 0.0149846
PEX13	 0.0149846
OXNAD1	 0.0149846
OTOL1	 0.0149846
OSBPL11	 0.0149846
OR6C76	 0.0149846
OR5K2	 0.0149846
OR5D16	 0.0149846
OR5D13	 0.0149846
OR52D1	 0.0149846
OR4X1	 0.0149846
OR10A6	 0.0149846
NUDCD1	 0.0149846
NT5DC3	 0.0149846
NT5C1B-RDH14	 0.0149846
NPIPB15	 0.0149846
NHLRC3	 0.0149846
NFAT5	 0.0149846
NAGA	 0.0149846
MTMR11	 0.0149846
MSH4	 0.0149846
MRGPRX4	 0.0149846
MORC2	 0.0149846
MMP3	 0.0149846
MMP21	 0.0149846
MMP13	 0.0149846
METAP1D	 0.0149846
MED23	 0.0149846
MDH2	 0.0149846
MBD4	 0.0149846
MAT2B	 0.0149846
MAP3K2	 0.0149846
KLRC1	 0.0149846
KLF17	 0.0149846
KCNJ15	 0.0149846
KANSL2	 0.0149846
ITCH	 0.0149846
IPCEF1	 0.0149846
INTS9	 0.0149846
INSL6	 0.0149846
IGFBP1	 0.0149846
IDH3G	 0.0149846
ICA1L	 0.0149846
HPSE	 0.0149846
HMGCR	 0.0149846
HELLS	 0.0149846
HCAR2	 0.0149846
HAUS1	 0.0149846
GPR19	 0.0149846
GPR137B	 0.0149846
GLT8D1	 0.0149846
GLCE	 0.0149846
GIT2	 0.0149846
GCNT1	 0.0149846
FMO5	 0.0149846
FGF3	 0.0149846
FGF20	 0.0149846
FBXO4	 0.0149846
FANK1	 0.0149846
FAM134B	 0.0149846
ETV3	 0.0149846
ESM1	 0.0149846
ERG	 0.0149846
EMSY	 0.0149846
ELF5	 0.0149846
EFNB3	 0.0149846
EDAR	 0.0149846
DPYSL5	 0.0149846
DNM1L	 0.0149846
DNAJB3	 0.0149846
DNAI1	 0.0149846
DAB1	 0.0149846
CYP27C1	 0.0149846
CTDSPL	 0.0149846
CRYBA1	 0.0149846
CRTAM	 0.0149846
CRNKL1	 0.0149846
CLNK	 0.0149846
CLEC18C	 0.0149846
CLCN7	 0.0149846
CEP41	 0.0149846
CD96	 0.0149846
CCR1	 0.0149846
CCNJL	 0.0149846
CAV3	 0.0149846
C12orf50	 0.0149846
BTBD9	 0.0149846
BCL6	 0.0149846
B3GNT7	 0.0149846
ATP6V1B1	 0.0149846
ASIC2	 0.0149846
ANTXR2	 0.0149846
ANO8	 0.0149846
ANKRD29	 0.0149846
ALDH18A1	 0.0149846
ABCD3	 0.0149846
AADACL2	 0.0149846
PCLO	 0.0148931
COL14A1	 0.014802
SLC4A1	 0.0147925
SHPRH	 0.0147925
FLT1	 0.0147925
FGD6	 0.0147925
EML6	 0.0147925
DHX16	 0.0147925
CSF2RA	 0.0147925
CPZ	 0.0147925
CNBD1	 0.0147925
CASZ1	 0.0147925
BOC	 0.0147925
BAZ2A	 0.0147925
ATP2B4	 0.0147925
ASTN2	 0.0147925
ADCY4	 0.0147925
ADAMTS17	 0.0147925
CACNA1A	 0.0139209
ZNF714	 0.013708
ZNF35	 0.013708
ZFP42	 0.013708
ZBTB11	 0.013708
VSIG10	 0.013708
USP21	 0.013708
TUFM	 0.013708
TMTC1	 0.013708
TMEM119	 0.013708
TMCC3	 0.013708
TLE6	 0.013708
TIE1	 0.013708
TDO2	 0.013708
TBCK	 0.013708
SYNGAP1	 0.013708
SYN3	 0.013708
SV2B	 0.013708
STK4	 0.013708
STK32B	 0.013708
SSX3	 0.013708
SNX25	 0.013708
SLC6A17	 0.013708
SLC1A4	 0.013708
SH2D2A	 0.013708
SCAF4	 0.013708
RRP1B	 0.013708
RRNAD1	 0.013708
RPS6KA4	 0.013708
RPN1	 0.013708
RNF113B	 0.013708
RFPL3	 0.013708
RBBP8	 0.013708
PPM1E	 0.013708
PNLDC1	 0.013708
PLD3	 0.013708
PIAS3	 0.013708
PHF14	 0.013708
PANK1	 0.013708
ODF1	 0.013708
NPY2R	 0.013708
MYO1B	 0.013708
MTMR3	 0.013708
MTMR14	 0.013708
MTMR12	 0.013708
MOXD1	 0.013708
MOS	 0.013708
MGAT1	 0.013708
LRRC28	 0.013708
LIMK2	 0.013708
LCP1	 0.013708
KRT8	 0.013708
KRT74	 0.013708
KRT5	 0.013708
KIAA1644	 0.013708
KCNC3	 0.013708
KCNAB1	 0.013708
KBTBD12	 0.013708
KATNB1	 0.013708
HSPA13	 0.013708
HLX	 0.013708
HDAC5	 0.013708
HAT1	 0.013708
GPR52	 0.013708
GPCPD1	 0.013708
GMPR	 0.013708
GJA10	 0.013708
FZD6	 0.013708
FSHR	 0.013708
FRRS1	 0.013708
FRMD6	 0.013708
FBXO38	 0.013708
FBXO34	 0.013708
FAM222B	 0.013708
FAM169A	 0.013708
EXOC1	 0.013708
ERMN	 0.013708
EIF3B	 0.013708
EFCAB3	 0.013708
DPYSL3	 0.013708
DOK5	 0.013708
DNM2	 0.013708
DMGDH	 0.013708
CTNS	 0.013708
CSNK2A3	 0.013708
COL8A1	 0.013708
CNOT10	 0.013708
CLPTM1	 0.013708
CHRNA6	 0.013708
CHRDL2	 0.013708
CEP70	 0.013708
CDRT15	 0.013708
CDADC1	 0.013708
CD8B	 0.013708
C3orf67	 0.013708
BPIFA3	 0.013708
BMP5	 0.013708
BARHL2	 0.013708
ATP5F1	 0.013708
ARHGAP6	 0.013708
APCDD1L	 0.013708
ANGPTL7	 0.013708
AMIGO3	 0.013708
ALB	 0.013708
ALAS1	 0.013708
AGK	 0.013708
ADHFE1	 0.013708
ACSBG2	 0.013708
ABTB1	 0.013708
ABCB9	 0.013708
SYNE1	 0.0135651
ZNF704	 0.0134704
ZNF485	 0.0134704
ZNF460	 0.0134704
ZNF319	 0.0134704
ZNF277	 0.0134704
ZNF223	 0.0134704
ZNF2	 0.0134704
ZNF140	 0.0134704
ZNF134	 0.0134704
ZDHHC21	 0.0134704
ZCRB1	 0.0134704
ZC3H15	 0.0134704
ZBTB7A	 0.0134704
YIPF7	 0.0134704
XPO7	 0.0134704
XPA	 0.0134704
XKR8	 0.0134704
WDR44	 0.0134704
USH1G	 0.0134704
URI1	 0.0134704
UGDH	 0.0134704
UBE2NL	 0.0134704
U2AF1L4	 0.0134704
TWF1	 0.0134704
TRIM49	 0.0134704
TRAPPC13	 0.0134704
TRAM1	 0.0134704
TMPPE	 0.0134704
TMOD4	 0.0134704
TMEM8B	 0.0134704
TMEM62	 0.0134704
TMEM55A	 0.0134704
TMEM207	 0.0134704
TMEM178A	 0.0134704
TMEM161B	 0.0134704
TMEM109	 0.0134704
TM4SF19	 0.0134704
TESK1	 0.0134704
TECTB	 0.0134704
TAS2R16	 0.0134704
STRN4	 0.0134704
STOML3	 0.0134704
STK40	 0.0134704
STK25	 0.0134704
STAMBP	 0.0134704
STAC3	 0.0134704
ST8SIA5	 0.0134704
ST6GALNAC5	 0.0134704
ST3GAL5	 0.0134704
SPIB	 0.0134704
SOX6	 0.0134704
SOX17	 0.0134704
SOX10	 0.0134704
SOCS6	 0.0134704
SNX4	 0.0134704
SLMAP	 0.0134704
SLC35A2	 0.0134704
SLC2A12	 0.0134704
SLC17A2	 0.0134704
SIRPD	 0.0134704
SHCBP1	 0.0134704
SERTAD2	 0.0134704
SEPT8	 0.0134704
SEC22C	 0.0134704
SARS2	 0.0134704
SAP30BP	 0.0134704
RPL14	 0.0134704
RNF41	 0.0134704
RNF214	 0.0134704
RNF148	 0.0134704
RNF128	 0.0134704
RHBDD2	 0.0134704
RFPL4B	 0.0134704
RCVRN	 0.0134704
RBMS3	 0.0134704
RBM47	 0.0134704
RANBP9	 0.0134704
RAF1	 0.0134704
RABGGTB	 0.0134704
RAB5C	 0.0134704
RAB33B	 0.0134704
PTRF	 0.0134704
PTBP1	 0.0134704
PSMD6	 0.0134704
PSMD3	 0.0134704
PSEN1	 0.0134704
PRPS1L1	 0.0134704
PRKCH	 0.0134704
PPP6C	 0.0134704
PPEF1	 0.0134704
POLR1C	 0.0134704
PLPPR2	 0.0134704
PIP5K1B	 0.0134704
PI4K2A	 0.0134704
PHKG2	 0.0134704
PGLYRP1	 0.0134704
PDZK1	 0.0134704
PDP2	 0.0134704
PCSK2	 0.0134704
PAX8	 0.0134704
PAX5	 0.0134704
PACS1	 0.0134704
P2RY12	 0.0134704
OTUD6B	 0.0134704
OTUD3	 0.0134704
OR7C1	 0.0134704
OR5AC2	 0.0134704
OR56A5	 0.0134704
OR4F4	 0.0134704
OR13D1	 0.0134704
OR13C3	 0.0134704
OR10K2	 0.0134704
NXF1	 0.0134704
NR1I2	 0.0134704
NOV	 0.0134704
NOSTRIN	 0.0134704
NMS	 0.0134704
NKX2-1	 0.0134704
NFIA	 0.0134704
NEUROG3	 0.0134704
NEU1	 0.0134704
NDST1	 0.0134704
NAA25	 0.0134704
MTG1	 0.0134704
MTFR1L	 0.0134704
MRPL9	 0.0134704
MRPL46	 0.0134704
MPP6	 0.0134704
MORN5	 0.0134704
MMD2	 0.0134704
MFSD1	 0.0134704
METTL2A	 0.0134704
MED8	 0.0134704
MDH1	 0.0134704
MAPK4	 0.0134704
MAP2K2	 0.0134704
LURAP1L	 0.0134704
LTBR	 0.0134704
LRRTM4	 0.0134704
LRRC70	 0.0134704
LRRC18	 0.0134704
LMTK3	 0.0134704
LMNB1	 0.0134704
LIPF	 0.0134704
LGI2	 0.0134704
LCN12	 0.0134704
LARP4	 0.0134704
KRTAP5-1	 0.0134704
KPNA2	 0.0134704
KIAA0895	 0.0134704
KHDC1	 0.0134704
KCNA2	 0.0134704
KAT7	 0.0134704
JPH4	 0.0134704
JAM3	 0.0134704
IRX5	 0.0134704
IRX2	 0.0134704
IQCF5	 0.0134704
ING1	 0.0134704
IGF1	 0.0134704
IFIT2	 0.0134704
IDH1	 0.0134704
HYI	 0.0134704
HEYL	 0.0134704
HDAC11	 0.0134704
HAPLN4	 0.0134704
HADHB	 0.0134704
HACD4	 0.0134704
GUCY1A2	 0.0134704
GTPBP1	 0.0134704
GSR	 0.0134704
GRHL2	 0.0134704
GRAMD3	 0.0134704
GPRASP2	 0.0134704
GPR25	 0.0134704
GPD1L	 0.0134704
GPC4	 0.0134704
GNB5	 0.0134704
GMPS	 0.0134704
GLA	 0.0134704
GK5	 0.0134704
GJC1	 0.0134704
GCLC	 0.0134704
GALNT1	 0.0134704
FZD1	 0.0134704
FXR2	 0.0134704
FNTA	 0.0134704
FNDC4	 0.0134704
FGR	 0.0134704
FEZF2	 0.0134704
FBXO31	 0.0134704
FAM86B1	 0.0134704
EXOSC9	 0.0134704
EVX2	 0.0134704
ETS1	 0.0134704
ETNPPL	 0.0134704
EFHD1	 0.0134704
EBF4	 0.0134704
DRP2	 0.0134704
DPPA2	 0.0134704
DNAJC27	 0.0134704
DKK4	 0.0134704
DIMT1	 0.0134704
DEFB119	 0.0134704
DDX26B	 0.0134704
DCTN4	 0.0134704
CYP2R1	 0.0134704
CXXC5	 0.0134704
CTSL	 0.0134704
CPE	 0.0134704
CORO1A	 0.0134704
CNN1	 0.0134704
CLP1	 0.0134704
CLECL1	 0.0134704
CLEC17A	 0.0134704
CHUK	 0.0134704
CFB	 0.0134704
CD1C	 0.0134704
CD19	 0.0134704
CCDC140	 0.0134704
CAMKV	 0.0134704
CACNB3	 0.0134704
C7orf62	 0.0134704
C2orf80	 0.0134704
C1QTNF3	 0.0134704
C14orf166	 0.0134704
BIRC8	 0.0134704
BBS7	 0.0134704
ATP5A1	 0.0134704
ATP1B2	 0.0134704
ATG3	 0.0134704
ASB18	 0.0134704
ANXA1	 0.0134704
ANKRD13C	 0.0134704
AMFR	 0.0134704
ALPL	 0.0134704
AIFM1	 0.0134704
AGFG2	 0.0134704
ADORA1	 0.0134704
ACPT	 0.0134704
ACOX1	 0.0134704
ZNF808	 0.0134426
SCN4A	 0.0134426
PTPRU	 0.0134426
MED13	 0.0134426
KIF1B	 0.0134426
PCDHA10	 0.0133899
ABCA12	 0.0133899
ZNF90	 0.0127699
ZNF33B	 0.0127699
ULK4	 0.0127699
ULK2	 0.0127699
TRAF3IP2	 0.0127699
SUSD5	 0.0127699
SLC4A2	 0.0127699
RPE65	 0.0127699
RNF103	 0.0127699
PYGB	 0.0127699
PLEKHA7	 0.0127699
PLCB3	 0.0127699
PKD2L2	 0.0127699
OR2T12	 0.0127699
NUP155	 0.0127699
NFXL1	 0.0127699
MMP19	 0.0127699
MAD1L1	 0.0127699
LRRC17	 0.0127699
KRT6B	 0.0127699
KIAA0753	 0.0127699
KCNU1	 0.0127699
JARID2	 0.0127699
INSRR	 0.0127699
HCLS1	 0.0127699
GPC6	 0.0127699
GFM1	 0.0127699
GAPVD1	 0.0127699
EPHB6	 0.0127699
EFTUD1	 0.0127699
DYRK3	 0.0127699
CRTAC1	 0.0127699
CPD	 0.0127699
CPA1	 0.0127699
CFAP100	 0.0127699
CEP128	 0.0127699
CCDC73	 0.0127699
CBLB	 0.0127699
BANK1	 0.0127699
ARMC2	 0.0127699
AMOT	 0.0127699
AASS	 0.0127699
ZNF665	 0.0125099
ZNF615	 0.0125099
ZNF534	 0.0125099
ZNF334	 0.0125099
XAB2	 0.0125099
TTLL6	 0.0125099
TRERF1	 0.0125099
TAOK2	 0.0125099
SEMA3D	 0.0125099
RTN1	 0.0125099
PTCHD3	 0.0125099
PDXDC1	 0.0125099
NWD2	 0.0125099
NHS	 0.0125099
MLH1	 0.0125099
LRP4	 0.0125099
HCAR3	 0.0125099
GRIK4	 0.0125099
GOLGA5	 0.0125099
EPB41L4A	 0.0125099
ECE2	 0.0125099
CYP2A13	 0.0125099
COL4A6	 0.0125099
CIITA	 0.0125099
CFHR4	 0.0125099
C3	 0.0125099
AKAP3	 0.0125099
PLIN4	 0.0123504
TPR	 0.0119823
NOTCH2	 0.0119823
CHD5	 0.0119823
CAMSAP1	 0.0119823
TENM2	 0.0119019
ZNF675	 0.0117765
ZNF670	 0.0117765
ZNF513	 0.0117765
ZNF461	 0.0117765
ZNF420	 0.0117765
ZNF320	 0.0117765
ZNF230	 0.0117765
ZNF174	 0.0117765
ZNF132	 0.0117765
ZC3HAV1	 0.0117765
XRCC5	 0.0117765
VWA7	 0.0117765
UTP4	 0.0117765
TUBAL3	 0.0117765
TTYH1	 0.0117765
TRPC1	 0.0117765
TRIM32	 0.0117765
TREM2	 0.0117765
TOX3	 0.0117765
TMCC2	 0.0117765
TMC1	 0.0117765
TLE2	 0.0117765
TEPP	 0.0117765
TCAF2	 0.0117765
SREK1	 0.0117765
SLC6A11	 0.0117765
SHC2	 0.0117765
SCYL2	 0.0117765
RTN4RL1	 0.0117765
RSPH4A	 0.0117765
RSAD2	 0.0117765
RNF44	 0.0117765
RIOK1	 0.0117765
RHAG	 0.0117765
PPWD1	 0.0117765
POMT1	 0.0117765
PNPLA1	 0.0117765
PLK1	 0.0117765
PKN2	 0.0117765
PISD	 0.0117765
PCOLCE2	 0.0117765
PANK4	 0.0117765
PABPC1L	 0.0117765
P2RX2	 0.0117765
OR5T2	 0.0117765
OR51I2	 0.0117765
OR10H2	 0.0117765
OMD	 0.0117765
NUP107	 0.0117765
NR3C2	 0.0117765
NCSTN	 0.0117765
MTX3	 0.0117765
MFGE8	 0.0117765
LRRN3	 0.0117765
LOC441155	 0.0117765
KRTAP4-6	 0.0117765
KIRREL2	 0.0117765
KCNMB1	 0.0117765
KCND1	 0.0117765
ITGA6	 0.0117765
IRX4	 0.0117765
INTS4	 0.0117765
IL20RA	 0.0117765
HMGCLL1	 0.0117765
HERC5	 0.0117765
HERC3	 0.0117765
GYS2	 0.0117765
GRB10	 0.0117765
GHSR	 0.0117765
GDF6	 0.0117765
GDF2	 0.0117765
FRMD4A	 0.0117765
FAM200B	 0.0117765
EPHX1	 0.0117765
EFHC2	 0.0117765
ECEL1	 0.0117765
DLGAP4	 0.0117765
DDX18	 0.0117765
CTAGE9	 0.0117765
CTAGE4	 0.0117765
CNDP1	 0.0117765
CIZ1	 0.0117765
CHST8	 0.0117765
CHAF1A	 0.0117765
CAPRIN2	 0.0117765
BICD1	 0.0117765
AXL	 0.0117765
APOBEC4	 0.0117765
ANKRD55	 0.0117765
ALX4	 0.0117765
ADSSL1	 0.0117765
ADAM19	 0.0117765
ABCF3	 0.0117765
USP19	 0.0116703
TRAK1	 0.0116703
TMEM132E	 0.0116703
SLC4A7	 0.0116703
RGS22	 0.0116703
MAP1B	 0.0116703
LIG4	 0.0116703
ITGA7	 0.0116703
FLT4	 0.0116703
FBLN1	 0.0116703
UNC13C	 0.0116636
CROCC	 0.0111673
MIA3	 0.010992
FLG2	 0.010992
PLCG2	 0.0105869
ITIH2	 0.0105869
CNTNAP4	 0.0105869
CFAP43	 0.0105869
ASXL1	 0.0105869
LAMA4	 0.0105424
KMT2A	 0.0105424
ZNF562	 0.0102643
VRTN	 0.0102643
UGT2B10	 0.0102643
TTBK2	 0.0102643
TLR6	 0.0102643
STOX2	 0.0102643
SNAP47	 0.0102643
SLCO5A1	 0.0102643
PTPRR	 0.0102643
PSG3	 0.0102643
PPFIA1	 0.0102643
PKD2	 0.0102643
PDE5A	 0.0102643
PCDHGA4	 0.0102643
PARP1	 0.0102643
NRK	 0.0102643
NEURL4	 0.0102643
NAT10	 0.0102643
MYO1F	 0.0102643
LIG1	 0.0102643
ITGB6	 0.0102643
FAM65A	 0.0102643
DPY19L2	 0.0102643
CKAP5	 0.0102643
CDHR3	 0.0102643
CCNB3	 0.0102643
BBX	 0.0102643
SCN7A	 0.010086
PAPPA2	 0.010086
SALL4	 0.0099247
PTGFRN	 0.0099247
PHLDB1	 0.0099247
PCDHGB7	 0.0099247
FNDC3B	 0.0099247
EXD3	 0.0099247
CHL1	 0.0099247
CCDC39	 0.0099247
C8B	 0.0099247
ARID1A	 0.0099247
ADCY5	 0.0099247
