#Gene	 Score
MAP4K3	 0.00789554
LRRC16A	 0.00789554
KLB	 0.00789554
KCNQ3	 0.00789554
HTR2A	 0.00789554
GRM3	 0.00789554
FOXO1	 0.00789554
FGD6	 0.00789554
FCRL5	 0.00789554
EXTL3	 0.00789554
EPHA3	 0.00789554
EMILIN1	 0.00789554
DRD2	 0.00789554
DLG2	 0.00789554
CLEC4M	 0.00789554
CHRM3	 0.00789554
CES3	 0.00789554
CEP78	 0.00789554
CEP162	 0.00789554
BNC2	 0.00789554
BAZ1B	 0.00789554
ATP10B	 0.00789554
ADAM22	 0.00789554
PRRC2C	 0.00787033
LAMC3	 0.00787033
ZNFX1	 0.00704073
ZNF665	 0.00704073
ZNF208	 0.00704073
ZER1	 0.00704073
TSPEAR	 0.00704073
TPO	 0.00704073
TMPRSS15	 0.00704073
STAG1	 0.00704073
SPAG9	 0.00704073
SLC13A2	 0.00704073
RBMXL3	 0.00704073
PIK3C2G	 0.00704073
PCDHGA5	 0.00704073
OR52R1	 0.00704073
MRVI1	 0.00704073
MLLT10	 0.00704073
KIF27	 0.00704073
KIAA1462	 0.00704073
KCNC2	 0.00704073
IL2RB	 0.00704073
DNAJC13	 0.00704073
DCC	 0.00704073
CPN2	 0.00704073
COL8A1	 0.00704073
CNTN6	 0.00704073
CIITA	 0.00704073
CFH	 0.00704073
CCDC150	 0.00704073
BUB1	 0.00704073
ATP8A2	 0.00704073
CMYA5	 0.00682665
ZSCAN4	 0.00660556
ZSCAN23	 0.00660556
ZNF721	 0.00660556
ZNF623	 0.00660556
ZNF460	 0.00660556
ZNF362	 0.00660556
ZNF211	 0.00660556
ZFX	 0.00660556
ZFP42	 0.00660556
ZC3H13	 0.00660556
XPO5	 0.00660556
XPO1	 0.00660556
WNK3	 0.00660556
WDR24	 0.00660556
USP2	 0.00660556
UBE3C	 0.00660556
TSPYL6	 0.00660556
TRNT1	 0.00660556
TRIM37	 0.00660556
TRIM33	 0.00660556
TOP1	 0.00660556
TMC1	 0.00660556
TM9SF2	 0.00660556
TH	 0.00660556
TGM5	 0.00660556
TGFBI	 0.00660556
TEAD1	 0.00660556
TARS2	 0.00660556
SYT16	 0.00660556
STT3B	 0.00660556
STK31	 0.00660556
SPAG16	 0.00660556
SP140	 0.00660556
SNX21	 0.00660556
SLC7A6	 0.00660556
SLC6A17	 0.00660556
SLC5A2	 0.00660556
SLC44A3	 0.00660556
SLC43A3	 0.00660556
SLC35D3	 0.00660556
SLC25A14	 0.00660556
SCMH1	 0.00660556
RSF1	 0.00660556
RHNO1	 0.00660556
RFX3	 0.00660556
RAI2	 0.00660556
PUM2	 0.00660556
PTGS1	 0.00660556
PTCHD3	 0.00660556
PTCHD1	 0.00660556
PRKX	 0.00660556
PRKAR2B	 0.00660556
PREP	 0.00660556
PPARGC1A	 0.00660556
POP1	 0.00660556
PHC3	 0.00660556
PDE7B	 0.00660556
PARVG	 0.00660556
OR8K1	 0.00660556
OR52B4	 0.00660556
ONECUT1	 0.00660556
NRG1	 0.00660556
MSS51	 0.00660556
MSH4	 0.00660556
MSC	 0.00660556
MORF4L1	 0.00660556
MOK	 0.00660556
MKRN3	 0.00660556
MGLL	 0.00660556
MEX3A	 0.00660556
LRRTM1	 0.00660556
LRRC30	 0.00660556
KYNU	 0.00660556
KRTAP4-9	 0.00660556
KRT25	 0.00660556
KRT24	 0.00660556
KLHL14	 0.00660556
KHDRBS2	 0.00660556
ITGA2	 0.00660556
HOXC4	 0.00660556
HMGXB4	 0.00660556
HMGCLL1	 0.00660556
HENMT1	 0.00660556
HDGFL1	 0.00660556
HCN3	 0.00660556
HCK	 0.00660556
GTF2I	 0.00660556
GPR18	 0.00660556
GOLGA6B	 0.00660556
GLP2R	 0.00660556
GDF7	 0.00660556
GBP6	 0.00660556
GALNT18	 0.00660556
FZD7	 0.00660556
FILIP1	 0.00660556
FBXW11	 0.00660556
FBXO8	 0.00660556
FBXO31	 0.00660556
FASTKD1	 0.00660556
FAM129C	 0.00660556
ENOX1	 0.00660556
ENC1	 0.00660556
ENAM	 0.00660556
EFEMP1	 0.00660556
EDC3	 0.00660556
DYRK1B	 0.00660556
DRC7	 0.00660556
DCPS	 0.00660556
DAGLB	 0.00660556
CYP8B1	 0.00660556
CYP2A13	 0.00660556
CTSF	 0.00660556
CTAGE5	 0.00660556
CRTAC1	 0.00660556
CPEB4	 0.00660556
COMMD9	 0.00660556
CNTN3	 0.00660556
CLCA1	 0.00660556
CHRM4	 0.00660556
CEP89	 0.00660556
CDK11A	 0.00660556
CDH19	 0.00660556
CDCA7	 0.00660556
CD86	 0.00660556
CCPG1	 0.00660556
CALM3	 0.00660556
CALHM1	 0.00660556
BBS7	 0.00660556
BAZ1A	 0.00660556
ASPHD2	 0.00660556
APOL3	 0.00660556
AP1B1	 0.00660556
ANO6	 0.00660556
ALOX15	 0.00660556
AGBL5	 0.00660556
ADH1B	 0.00660556
ADAM9	 0.00660556
ADAM28	 0.00660556
A2M	 0.00660556
PAPPA2	 0.00659233
LRRK2	 0.00659233
GRIN2A	 0.00659233
ANO7	 0.00659233
RP1	 0.00657321
NWD1	 0.00657321
MAGI2	 0.00657321
ZNF516	 0.00603419
ZNF507	 0.00603419
ZNF292	 0.00603419
USP17L2	 0.00603419
TPCN2	 0.00603419
SCN10A	 0.00603419
SALL3	 0.00603419
PLEKHG4B	 0.00603419
NUP210L	 0.00603419
NPEPPS	 0.00603419
LIPE	 0.00603419
ITIH1	 0.00603419
HSPA12A	 0.00603419
GRIK4	 0.00603419
ESR1	 0.00603419
DMD	 0.00603419
DLG4	 0.00603419
CLIP1	 0.00603419
ADGRA2	 0.00603419
ABCC2	 0.00603419
LRP1B	 0.00583918
TECTA	 0.00573769
CSMD2	 0.00573769
UNC79	 0.0053367
RIMS1	 0.0053367
PLCH1	 0.0053367
MPDZ	 0.0053367
HUWE1	 0.0053367
DSP	 0.0053367
ADAMTS17	 0.0053367
DAPK1	 0.00524178
SLC23A2	 0.00505727
SCN2A	 0.00505727
POLR1A	 0.00505727
PCDHA7	 0.00505727
PAPPA	 0.00505727
KIAA0754	 0.00505727
ERBB4	 0.00505727
ARHGAP12	 0.00505727
ADAMTS16	 0.00505727
ADAM29	 0.00505727
SPEN	 0.00493629
FAT4	 0.0049081
ZNF518B	 0.00449322
ZNF366	 0.00449322
ZNF331	 0.00449322
ZCCHC6	 0.00449322
ZBED9	 0.00449322
VTN	 0.00449322
UNC93A	 0.00449322
TSKS	 0.00449322
TSHR	 0.00449322
TRPC3	 0.00449322
TMEM132A	 0.00449322
TLL2	 0.00449322
TDRD5	 0.00449322
TCF7L2	 0.00449322
SUSD5	 0.00449322
SUN1	 0.00449322
SREBF2	 0.00449322
SLC22A12	 0.00449322
SLC18A1	 0.00449322
SF3B2	 0.00449322
SEC31A	 0.00449322
RBFOX1	 0.00449322
PSG5	 0.00449322
PREX2	 0.00449322
PLCXD1	 0.00449322
OLFML2A	 0.00449322
NTRK3	 0.00449322
NPHP3	 0.00449322
NOC3L	 0.00449322
MKL2	 0.00449322
MAN2A1	 0.00449322
LRRC7	 0.00449322
KLHL6	 0.00449322
KLHL38	 0.00449322
KIAA1804	 0.00449322
KANSL1	 0.00449322
ITSN1	 0.00449322
ITGA4	 0.00449322
IFNGR2	 0.00449322
HSPA2	 0.00449322
GPR142	 0.00449322
FURIN	 0.00449322
FRMD4A	 0.00449322
FAM179A	 0.00449322
EML5	 0.00449322
ECT2L	 0.00449322
DNMT3A	 0.00449322
DICER1	 0.00449322
DCST1	 0.00449322
CYP2B6	 0.00449322
BPIFC	 0.00449322
BMP1	 0.00449322
ANKRD28	 0.00449322
ZNF83	 0.00438723
ZNF750	 0.00438723
ZNF574	 0.00438723
ZFR	 0.00438723
ZC3H6	 0.00438723
WDHD1	 0.00438723
VPS8	 0.00438723
UGT2B15	 0.00438723
UGGT2	 0.00438723
TUBA3C	 0.00438723
TSSK1B	 0.00438723
TRPC7	 0.00438723
TRIM2	 0.00438723
TRIB3	 0.00438723
TOX2	 0.00438723
TMEM178A	 0.00438723
TIMD4	 0.00438723
TIGD2	 0.00438723
TICAM1	 0.00438723
TBC1D5	 0.00438723
SUGP2	 0.00438723
STEAP3	 0.00438723
STC2	 0.00438723
SP140L	 0.00438723
SORCS3	 0.00438723
SLC7A14	 0.00438723
SLC47A1	 0.00438723
SLC2A3	 0.00438723
SLC10A2	 0.00438723
SIN3A	 0.00438723
SESN2	 0.00438723
SEPT12	 0.00438723
SART3	 0.00438723
RNF17	 0.00438723
RGPD8	 0.00438723
RGL2	 0.00438723
RARS2	 0.00438723
RANBP17	 0.00438723
PYGL	 0.00438723
PVRL2	 0.00438723
PNLDC1	 0.00438723
PLG	 0.00438723
PLA2G4A	 0.00438723
PDE6B	 0.00438723
PDE6A	 0.00438723
PANK2	 0.00438723
OR7G3	 0.00438723
OR10H2	 0.00438723
NUTM2F	 0.00438723
NHS	 0.00438723
MYOCD	 0.00438723
MLST8	 0.00438723
MICAL1	 0.00438723
MERTK	 0.00438723
MCM6	 0.00438723
LTN1	 0.00438723
KRTAP10-10	 0.00438723
ITGA10	 0.00438723
HNRNPH1	 0.00438723
HIST1H1D	 0.00438723
HID1	 0.00438723
HHIPL2	 0.00438723
HFM1	 0.00438723
HEATR4	 0.00438723
GRIK1	 0.00438723
GPRC5B	 0.00438723
GPR39	 0.00438723
GOLGA4	 0.00438723
GLI1	 0.00438723
GLG1	 0.00438723
GAB1	 0.00438723
EXT2	 0.00438723
EPN1	 0.00438723
ENTHD2	 0.00438723
DPYSL2	 0.00438723
DENND2C	 0.00438723
DDR1	 0.00438723
CLCA2	 0.00438723
CFAP97	 0.00438723
CETP	 0.00438723
CEBPZ	 0.00438723
CCAR1	 0.00438723
C9	 0.00438723
BPIFB3	 0.00438723
BANP	 0.00438723
B3GLCT	 0.00438723
ATP8B1	 0.00438723
ATF7IP	 0.00438723
ANO8	 0.00438723
ADGRE3	 0.00438723
ACOX2	 0.00438723
ABCF3	 0.00438723
TTC28	 0.00429888
SPTA1	 0.00429888
TMEM2	 0.00417893
PCDHA6	 0.00417893
NOS1	 0.00417893
NIPBL	 0.00417893
MYO16	 0.00417893
MCM3AP	 0.00417893
AKAP9	 0.00417893
ABCA9	 0.00417893
PTPRT	 0.004171
DCHS2	 0.004171
ZW10	 0.00415507
ZNF653	 0.00415507
ZNF592	 0.00415507
ZBBX	 0.00415507
YTHDC2	 0.00415507
YME1L1	 0.00415507
TEX14	 0.00415507
SOGA3	 0.00415507
SMURF1	 0.00415507
SLC4A1	 0.00415507
SCN9A	 0.00415507
SCAF8	 0.00415507
SALL4	 0.00415507
RLTPR	 0.00415507
PLEKHG5	 0.00415507
PDIA4	 0.00415507
PARK2	 0.00415507
PAK4	 0.00415507
NALCN	 0.00415507
MAP2K7	 0.00415507
KMT2E	 0.00415507
KIT	 0.00415507
KIAA1551	 0.00415507
KDM5C	 0.00415507
KCNB2	 0.00415507
HECTD3	 0.00415507
GRIA1	 0.00415507
FBXW10	 0.00415507
DSG4	 0.00415507
DOCK4	 0.00415507
DLGAP1	 0.00415507
DIAPH3	 0.00415507
ATRX	 0.00415507
ATP13A3	 0.00415507
ADAMTS5	 0.00415507
ADAMTS1	 0.00415507
ABCC5	 0.00415507
PDZD2	 0.00406423
TENM2	 0.00390189
WDR7	 0.00365368
PNPLA3	 0.00365368
PITRM1	 0.00365368
KIF17	 0.00365368
JAK3	 0.00365368
ITGA8	 0.00365368
FER1L5	 0.00365368
FAM193A	 0.00365368
EHD2	 0.00365368
CRB1	 0.00365368
CPXM2	 0.00365368
CDH18	 0.00365368
ARAP3	 0.00365368
ANKRD36C	 0.00365368
ACSS3	 0.00365368
ABR	 0.00365368
SLIT3	 0.0034488
FBN1	 0.0034488
COL6A6	 0.0034488
TMEM132D	 0.00341932
PKDREJ	 0.00341932
ZNF423	 0.00331174
MYH8	 0.00331174
ZNF85	 0.00324456
ZNF814	 0.00324456
ZNF776	 0.00324456
ZNF530	 0.00324456
ZNF181	 0.00324456
ZKSCAN2	 0.00324456
ZBTB39	 0.00324456
XPO4	 0.00324456
WHAMM	 0.00324456
TUBA3D	 0.00324456
TMEM59L	 0.00324456
TMEM150B	 0.00324456
TEX11	 0.00324456
TBX15	 0.00324456
TAF2	 0.00324456
TAB3	 0.00324456
SYT15	 0.00324456
STIL	 0.00324456
STAT3	 0.00324456
SPATA18	 0.00324456
SOCS5	 0.00324456
SNX25	 0.00324456
SNTG1	 0.00324456
SMAD7	 0.00324456
SLCO6A1	 0.00324456
SLC5A4	 0.00324456
SLC46A1	 0.00324456
SLC39A3	 0.00324456
SLC13A5	 0.00324456
SHISA9	 0.00324456
SH2D4A	 0.00324456
SGCE	 0.00324456
SERPINE2	 0.00324456
SEC23IP	 0.00324456
SDHA	 0.00324456
RTN1	 0.00324456
RIC8A	 0.00324456
RFX4	 0.00324456
RELA	 0.00324456
RAG1	 0.00324456
PSMD2	 0.00324456
PRDM14	 0.00324456
PRC1	 0.00324456
PRAMEF2	 0.00324456
PPIE	 0.00324456
PPA2	 0.00324456
PLD2	 0.00324456
PIGS	 0.00324456
PGM5	 0.00324456
PEX19	 0.00324456
PDLIM3	 0.00324456
PCDHGC4	 0.00324456
PCDHGA4	 0.00324456
PAPSS2	 0.00324456
OTOP3	 0.00324456
OSBPL8	 0.00324456
OR6C2	 0.00324456
OR10G8	 0.00324456
NLRP10	 0.00324456
NIPAL3	 0.00324456
NIM1K	 0.00324456
NEK11	 0.00324456
NAIF1	 0.00324456
NAALADL2	 0.00324456
MTL5	 0.00324456
MMP2	 0.00324456
MLIP	 0.00324456
MAU2	 0.00324456
MAP3K9	 0.00324456
LZTS3	 0.00324456
LRRC8D	 0.00324456
LOXL3	 0.00324456
KRT5	 0.00324456
KLHL5	 0.00324456
KLHL41	 0.00324456
KIF2B	 0.00324456
KIAA1644	 0.00324456
KCNS2	 0.00324456
IWS1	 0.00324456
ITGB8	 0.00324456
IRX1	 0.00324456
IP6K1	 0.00324456
IGSF21	 0.00324456
IGF2BP1	 0.00324456
IGF1	 0.00324456
IFFO1	 0.00324456
HDX	 0.00324456
GSR	 0.00324456
GPR108	 0.00324456
GLT6D1	 0.00324456
GAN	 0.00324456
GABRR2	 0.00324456
GABRA5	 0.00324456
GABBR1	 0.00324456
FOXO3	 0.00324456
FOXF1	 0.00324456
FOLH1	 0.00324456
FMNL2	 0.00324456
FBXO41	 0.00324456
FANK1	 0.00324456
FAM117A	 0.00324456
ENTPD7	 0.00324456
EGR3	 0.00324456
EFCAB12	 0.00324456
DYNC1I1	 0.00324456
DOCK7	 0.00324456
DMGDH	 0.00324456
DCAF6	 0.00324456
CYB5D2	 0.00324456
CSRP2BP	 0.00324456
CPA1	 0.00324456
COL4A5	 0.00324456
CLCN4	 0.00324456
CLCA4	 0.00324456
CELA3A	 0.00324456
CDHR4	 0.00324456
CD6	 0.00324456
CCDC112	 0.00324456
CC2D1B	 0.00324456
CAPRIN2	 0.00324456
CAMK4	 0.00324456
CABLES2	 0.00324456
C6orf222	 0.00324456
C1orf112	 0.00324456
C17orf74	 0.00324456
BSDC1	 0.00324456
AXIN2	 0.00324456
ATAD2	 0.00324456
ARHGEF16	 0.00324456
ANKRD53	 0.00324456
ANKMY2	 0.00324456
ALS2CR11	 0.00324456
ALDH5A1	 0.00324456
AICDA	 0.00324456
ADNP	 0.00324456
ADGRG5	 0.00324456
ACSL1	 0.00324456
ACOT12	 0.00324456
ACHE	 0.00324456
AASS	 0.00324456
A4GALT	 0.00324456
TF	 0.00312062
RIF1	 0.00312062
PPP6R1	 0.00312062
NOTCH2	 0.00312062
CLEC16A	 0.00312062
CD163L1	 0.00312062
ATP9A	 0.00312062
ALDH1L1	 0.00312062
ADCY1	 0.00312062
RYR3	 0.00281889
FMN2	 0.00279856
NID1	 0.00277721
MKI67	 0.00277721
DSCAM	 0.00277721
WDR87	 0.00275694
TNC	 0.00275694
KALRN	 0.00275694
CACNA1E	 0.00275694
ABCA13	 0.002731
ZNF217	 0.00261584
TNS1	 0.00261584
TECPR2	 0.00261584
SCN4A	 0.00261584
PTPN13	 0.00261584
PRG4	 0.00261584
FGD5	 0.00261584
VEZT	 0.00252789
UBR3	 0.00252789
TUBA3E	 0.00252789
TOP2B	 0.00252789
SULF1	 0.00252789
SPG11	 0.00252789
RANGAP1	 0.00252789
RAB11FIP3	 0.00252789
PTPRZ1	 0.00252789
PRMT9	 0.00252789
POLA1	 0.00252789
PCDHGA7	 0.00252789
PCDH7	 0.00252789
PABPC1L	 0.00252789
OSMR	 0.00252789
NRG3	 0.00252789
NDST1	 0.00252789
NACAD	 0.00252789
MFSD13A	 0.00252789
MAPKBP1	 0.00252789
MAN2A2	 0.00252789
MAGEE1	 0.00252789
LILRA1	 0.00252789
KRTAP10-2	 0.00252789
KRT81	 0.00252789
KCTD1	 0.00252789
KANK4	 0.00252789
IQGAP1	 0.00252789
HRC	 0.00252789
HCFC1	 0.00252789
GUCY2D	 0.00252789
GUCY1A3	 0.00252789
GRM6	 0.00252789
GPR149	 0.00252789
FLI1	 0.00252789
FGD2	 0.00252789
FAM120A	 0.00252789
EPHB6	 0.00252789
DMRT3	 0.00252789
DLGAP4	 0.00252789
DHX40	 0.00252789
DGKZ	 0.00252789
DAAM1	 0.00252789
CFAP52	 0.00252789
ATP9B	 0.00252789
ARID4A	 0.00252789
ANKFY1	 0.00252789
ADAMTS19	 0.00252789
ZNF597	 0.00242202
VWA2	 0.00242202
UBASH3A	 0.00242202
TNFRSF21	 0.00242202
TEX2	 0.00242202
STAB1	 0.00242202
ST5	 0.00242202
SPATA31C2	 0.00242202
SP3	 0.00242202
SMO	 0.00242202
SLC12A8	 0.00242202
PXN	 0.00242202
PTK2B	 0.00242202
PPP5C	 0.00242202
PIGG	 0.00242202
PDE1C	 0.00242202
PADI6	 0.00242202
MON2	 0.00242202
MASP1	 0.00242202
LRRIQ1	 0.00242202
KIF16B	 0.00242202
KCNQ1	 0.00242202
IQCH	 0.00242202
GRIN2B	 0.00242202
GRIK3	 0.00242202
GARS	 0.00242202
FLNA	 0.00242202
FAM160A2	 0.00242202
ERICH3	 0.00242202
EEA1	 0.00242202
CTC1	 0.00242202
CFAP47	 0.00242202
CDYL2	 0.00242202
CCSER1	 0.00242202
BRCA1	 0.00242202
BPTF	 0.00242202
ARSI	 0.00242202
ANKRD36	 0.00242202
ADRA1A	 0.00242202
ZNF808	 0.00234284
ZNF611	 0.00234284
ZNF324B	 0.00234284
ZNF160	 0.00234284
ZNF132	 0.00234284
ZAP70	 0.00234284
XRRA1	 0.00234284
WDR66	 0.00234284
WDR63	 0.00234284
USP25	 0.00234284
USHBP1	 0.00234284
UNC5CL	 0.00234284
UGT2A2	 0.00234284
UBAP2	 0.00234284
TYRO3	 0.00234284
TRO	 0.00234284
TRIM71	 0.00234284
TRAPPC10	 0.00234284
TNFRSF25	 0.00234284
TMEM63C	 0.00234284
TMEM132E	 0.00234284
TLDC1	 0.00234284
TIAM2	 0.00234284
TFAP2C	 0.00234284
TBC1D12	 0.00234284
TBC1D10A	 0.00234284
STAG3	 0.00234284
SPICE1	 0.00234284
SNX13	 0.00234284
SLC6A2	 0.00234284
SLC22A2	 0.00234284
SIDT1	 0.00234284
SAMM50	 0.00234284
S1PR2	 0.00234284
RNF19B	 0.00234284
RHOBTB1	 0.00234284
RABEP1	 0.00234284
PUM1	 0.00234284
PRKAG3	 0.00234284
PPP4R1	 0.00234284
PLK4	 0.00234284
PKN3	 0.00234284
PIP5K1B	 0.00234284
PIK3C3	 0.00234284
PHACTR1	 0.00234284
PAK7	 0.00234284
OR4K2	 0.00234284
OR10A6	 0.00234284
NYAP2	 0.00234284
NPR3	 0.00234284
NLRP9	 0.00234284
NES	 0.00234284
NECAB2	 0.00234284
NARF	 0.00234284
MYH4	 0.00234284
MTTP	 0.00234284
MAG	 0.00234284
LRFN1	 0.00234284
LRCH4	 0.00234284
LGI4	 0.00234284
LDHD	 0.00234284
L1CAM	 0.00234284
KRT38	 0.00234284
KLHDC7B	 0.00234284
KIAA0753	 0.00234284
KIAA0232	 0.00234284
KDM4A	 0.00234284
KDM1B	 0.00234284
KCNK13	 0.00234284
JAKMIP2	 0.00234284
IGLON5	 0.00234284
HELQ	 0.00234284
GOLGA5	 0.00234284
GGN	 0.00234284
GABPA	 0.00234284
FZD9	 0.00234284
EZH2	 0.00234284
ERCC4	 0.00234284
EML1	 0.00234284
EIF2AK3	 0.00234284
DTX1	 0.00234284
DMRTB1	 0.00234284
DCLRE1C	 0.00234284
CTR9	 0.00234284
CSF3R	 0.00234284
CRNKL1	 0.00234284
CR2	 0.00234284
CPSF3	 0.00234284
CNTNAP3B	 0.00234284
CNGB1	 0.00234284
CNGA3	 0.00234284
CLN8	 0.00234284
CLCNKB	 0.00234284
CHST12	 0.00234284
CHST1	 0.00234284
CD109	 0.00234284
CAMK2A	 0.00234284
C19orf57	 0.00234284
BCL9	 0.00234284
ATXN2	 0.00234284
ASRGL1	 0.00234284
ARRB1	 0.00234284
ARHGEF11	 0.00234284
APLP1	 0.00234284
ANKS1A	 0.00234284
AMBN	 0.00234284
ALPK2	 0.00234284
AK7	 0.00234284
AARS2	 0.00234284
POLR3A	 0.00224237
CARD11	 0.00224237
LRP2	 0.00220337
SETBP1	 0.00218478
RALGAPA2	 0.00218478
PTPRM	 0.00218478
PIAS3	 0.00218478
NPHS1	 0.00218478
MYOM1	 0.00218478
KIRREL3	 0.00218478
KIAA1211	 0.00218478
JAKMIP3	 0.00218478
ILVBL	 0.00218478
IFT122	 0.00218478
FHOD3	 0.00218478
FARP1	 0.00218478
ELFN2	 0.00218478
DNAAF5	 0.00218478
DHX30	 0.00218478
CRMP1	 0.00218478
ASTN2	 0.00218478
ADAMTS12	 0.00218478
UNC80	 0.00216416
PLXNA2	 0.00216416
KIF5C	 0.00190191
C2CD3	 0.00190191
ARHGAP22	 0.00190191
ARAP1	 0.00190191
NBEA	 0.00180148
GREB1	 0.00177299
DIDO1	 0.00177299
ANK1	 0.00177299
ZFHX3	 0.00171845
RYR2	 0.00165695
SETX	 0.0016177
SEMA5A	 0.0016177
PCNXL2	 0.0016177
INF2	 0.0016177
DNMT1	 0.0016177
ARID1A	 0.0016177
ABCC6	 0.0016177
ZNF71	 0.00159303
ZNF668	 0.00159303
ZNF638	 0.00159303
ZNF479	 0.00159303
ZNF385B	 0.00159303
ZNF334	 0.00159303
ZNF205	 0.00159303
ZFYVE1	 0.00159303
WFIKKN2	 0.00159303
WDR64	 0.00159303
WARS2	 0.00159303
VSTM4	 0.00159303
TRIM9	 0.00159303
TRIM42	 0.00159303
TOPBP1	 0.00159303
THSD1	 0.00159303
TAGAP	 0.00159303
TACC3	 0.00159303
SYT12	 0.00159303
STXBP5	 0.00159303
SMOX	 0.00159303
SLITRK3	 0.00159303
SLC5A12	 0.00159303
SLC3A1	 0.00159303
SLC22A9	 0.00159303
SIPA1	 0.00159303
SF1	 0.00159303
SEC14L1	 0.00159303
SDSL	 0.00159303
RPS6KC1	 0.00159303
RORB	 0.00159303
RNF148	 0.00159303
RHO	 0.00159303
RHD	 0.00159303
RGSL1	 0.00159303
RGS11	 0.00159303
PTPRO	 0.00159303
PTPRA	 0.00159303
PRTG	 0.00159303
POM121L12	 0.00159303
POLE2	 0.00159303
POFUT2	 0.00159303
PKP2	 0.00159303
PEX5L	 0.00159303
PDZD4	 0.00159303
PCDH8	 0.00159303
PAPOLB	 0.00159303
PAPD7	 0.00159303
OR2G6	 0.00159303
NUP155	 0.00159303
NTSR1	 0.00159303
NPTX2	 0.00159303
NELL2	 0.00159303
NEK5	 0.00159303
NCSTN	 0.00159303
MUC3A	 0.00159303
MRE11A	 0.00159303
MME	 0.00159303
MID1	 0.00159303
ME3	 0.00159303
MAP3K12	 0.00159303
LONRF1	 0.00159303
LINGO1	 0.00159303
L3MBTL1	 0.00159303
KY	 0.00159303
KLHL3	 0.00159303
KIAA0368	 0.00159303
KAZN	 0.00159303
JAGN1	 0.00159303
ITGB1	 0.00159303
ING5	 0.00159303
ILDR1	 0.00159303
IFT172	 0.00159303
HSD17B4	 0.00159303
HPD	 0.00159303
HEPACAM	 0.00159303
HCLS1	 0.00159303
HCAR3	 0.00159303
GYS2	 0.00159303
GXYLT2	 0.00159303
GUF1	 0.00159303
GTF3C2	 0.00159303
GRB10	 0.00159303
GPRC5C	 0.00159303
GPER1	 0.00159303
GDF6	 0.00159303
GDF10	 0.00159303
GCKR	 0.00159303
GBP7	 0.00159303
GABRG2	 0.00159303
FGA	 0.00159303
FBLN7	 0.00159303
FAM151A	 0.00159303
FAM13C	 0.00159303
EWSR1	 0.00159303
EVC	 0.00159303
ESR2	 0.00159303
ERVFRD-1	 0.00159303
ENTPD4	 0.00159303
DYNC1LI2	 0.00159303
DPYSL3	 0.00159303
DNAJC5	 0.00159303
DHX58	 0.00159303
DHCR7	 0.00159303
DEGS2	 0.00159303
DDX18	 0.00159303
DCLK3	 0.00159303
DAXX	 0.00159303
CUL4A	 0.00159303
CUEDC1	 0.00159303
COLEC11	 0.00159303
CLU	 0.00159303
CHST9	 0.00159303
CCNT1	 0.00159303
CCDC78	 0.00159303
CCDC63	 0.00159303
CCDC178	 0.00159303
C20orf194	 0.00159303
BTBD11	 0.00159303
ATP13A5	 0.00159303
ARSJ	 0.00159303
ARHGEF37	 0.00159303
ARHGAP6	 0.00159303
APBB2	 0.00159303
ALAS1	 0.00159303
AKAP8L	 0.00159303
AGL	 0.00159303
ADD2	 0.00159303
ACTL6B	 0.00159303
ACSS2	 0.00159303
MYO10	 0.00144129
FRYL	 0.00144129
DNAH14	 0.00144129
ATP2B2	 0.00144129
AHDC1	 0.00144129
ZNF804B	 0.00140697
ZNF804A	 0.00140697
ZNF319	 0.00140697
ZMYND8	 0.00140697
ZBTB14	 0.00140697
UBE4B	 0.00140697
TUBB1	 0.00140697
TSEN2	 0.00140697
TMEM130	 0.00140697
TFRC	 0.00140697
SYMPK	 0.00140697
STOX2	 0.00140697
SIK2	 0.00140697
SIGLEC6	 0.00140697
SHPRH	 0.00140697
SH3TC2	 0.00140697
SCARA3	 0.00140697
RSAD1	 0.00140697
RNF220	 0.00140697
REV1	 0.00140697
RET	 0.00140697
PI4KB	 0.00140697
PAPLN	 0.00140697
OTUD7A	 0.00140697
NOP56	 0.00140697
NEDD4	 0.00140697
MGAT1	 0.00140697
MECP2	 0.00140697
LRIT1	 0.00140697
LRFN2	 0.00140697
KRTAP10-1	 0.00140697
KDM3B	 0.00140697
ITIH2	 0.00140697
IRX2	 0.00140697
HAVCR1	 0.00140697
GPR158	 0.00140697
FAM205A	 0.00140697
FAM186A	 0.00140697
EXOC3L4	 0.00140697
CYP2J2	 0.00140697
CYP2C18	 0.00140697
CLCNKA	 0.00140697
CILP	 0.00140697
CHPF2	 0.00140697
CD101	 0.00140697
CCDC171	 0.00140697
CCDC144A	 0.00140697
ATN1	 0.00140697
ARID5B	 0.00140697
ANKFN1	 0.00140697
ALDH1L2	 0.00140697
ADGRL2	 0.00140697
ADGRB3	 0.00140697
ADCK4	 0.00140697
ACAD10	 0.00140697
ABCG1	 0.00140697
ZNF324	 0.00139547
ZCCHC2	 0.00139547
TLE1	 0.00139547
THSD7B	 0.00139547
THBS4	 0.00139547
TANC1	 0.00139547
TAF1L	 0.00139547
SLIT2	 0.00139547
SCAF11	 0.00139547
RUNX1T1	 0.00139547
PLEKHA6	 0.00139547
PDE3A	 0.00139547
PCDH9	 0.00139547
PCDH18	 0.00139547
MYO9A	 0.00139547
MARVELD3	 0.00139547
MAP1A	 0.00139547
MADD	 0.00139547
LILRB3	 0.00139547
IVL	 0.00139547
FAM171A1	 0.00139547
CR1	 0.00139547
